UID	row_clusters-flat	HSCP-1	NK	HSCP-2	Meg	Eryth	Multi-Lin	IG2	DC	MDP	Mono	Gran	Myelocyte
Aif1	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.789142353	0.0	0.0	0.0	0.0
Capn2	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.735454482	0.0	0.0	0.0	0.0
Plbd1	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.842601772	0.0	0.0	0.0	4.061918441
Lgals3	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.358958826	0.0	0.0	0.0	5.87360016
Naaa	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.039302925	0.0	0.0	0.0	0.0
Batf3	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.46760555	0.0	0.0	0.0	0.0
March1	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.652199648	0.0	0.0	0.0	0.0
H2-Eb1	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.46610706	0.0	0.0	0.0	0.0
Ciita	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.314696526	0.0	0.0	0.0	0.0
Snx21	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Amica1	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.95373085	0.0	0.0	0.0	0.0
Dpep2	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lifr	5	0.0	0.0	0.0	0.695306331	0.0	0.0	0.0	0.555816155	0.4904879065	0.0	0.0	0.081749366
Gramd3	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fgd2	4	0.0	0.526068812	0.0	0.2270879465	0.0	0.0	0.0	9.510586169	3.768517157	0.3673277165	0.0	0.0
Irf8	4	0.871843649	1.03562391	0.0	0.500720987	0.517882327	0.40053793	2.693765712	10.50878516	7.8584996575	7.1847059365	0.0	0.0
Ms4a6c	4	1.773996325	5.224966365	1.655351829	0.645566006	0.857551318	6.467116418	4.930264245	7.779062689	9.240264057	7.9807788375	0.6134083825	0.0
Tpm4	4	1.257010618	0.782408565	0.0	0.7161590335	0.694645731	0.0	0.443606651	9.701687664	6.9276188965	0.454137459	0.0	0.0
Tmsb10	4	7.967572118	10.75240574	7.508983185	7.280618912	7.1707353595	7.353146825	7.079164742	11.84225212	8.1887831345	7.445550246	4.7341596925	5.057015338
BC035044	4	6.923505768	0.0	0.545968369	0.4800334115	0.426798253	6.21042783	7.101818134	6.648896806	9.017380764	8.30806157	5.794480147	0.0
Emb	4	8.541638734	7.364484887	3.46727948	0.578780588	0.7780552765	7.459923363	8.428485801	4.839455765	9.5794542115	9.0368449765	6.29771219	0.0
Itpripl1	4	7.927244629	8.698600497	6.458283564	5.0563041985	6.651305583	6.000901403	6.98208091	10.1048215	8.7241828595	7.39234607	0.4289904975	0.310152441
Rasa4	4	0.411426246	0.0	0.0	0.0	0.0	0.0	0.0	2.942983598	3.3287163945	2.9575931205	0.0	0.0
Bex6	4	6.689997971	0.0	0.0	0.0	0.0	0.0	2.634593268	0.0	8.2842098945	6.5727349325	0.0	0.0
Selplg	4	6.518535139	0.0	4.024142346	0.0	4.22384497	5.567119488	6.967975516	10.03954969	7.9827725555	7.024622224	4.639596342	3.506649052
Sell	4	7.118214353	7.53099149	0.970853654	0.878170076	0.454137459	6.416333089	4.991408467	9.235272317	8.9849057745	8.3591162275	6.072779011	3.4637159555
Psap	4	1.269033146	0.0	0.50589093	0.0	0.0	0.0	0.422233001	8.332215615	3.673321574	2.7580895405	0.7092299185	2.7928568545
Dhrs3	4	9.245814126	0.0	1.570462931	5.3328072395	0.0	0.0	0.0	10.11530381	8.715704001	6.059264222	0.0	0.0
Cd300lb	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6821251205	0.0	0.0	0.0
C1galt1c1	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.978028326	5.26209209	0.0	0.0
Anxa2	4	4.026800059	11.67814235	0.790772038	1.139943627	1.0942321135	5.062208078	7.064796646	11.33676316	8.5337731615	7.9813672825	4.8150307915	9.481681399
Fabp5	4	0.0	1.443606651	0.0	5.682833366	0.0	5.604664415	6.571828473	1.333423734	7.769801375	7.1131661445	0.0	0.0
Fcer1g	4	5.582556003	11.55747327	0.0	0.0	0.0	8.411765185	6.708049252	11.07832429	9.1775423105	9.211867022	7.180204602	10.361925865
Tmem229b	4	0.0	0.0	0.0	0.0	0.0	0.344828497	0.782408565	3.211012193	5.4640929885	4.0035472815	0.3207730145	0.0
Pkib	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.880685525	0.804215391	0.4582765385	0.0	0.0
Ms4a4c	4	0.0	1.250961574	0.0	0.0	0.0	0.0	0.0	2.627606838	3.5947067155	0.0	0.0	0.0
Cfp	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.862947248	7.5766975595	5.6995641795	1.525990536	0.517811955
Lgals1	4	5.652199648	10.13324498	5.64096791	0.61939343	8.4110723655	9.034111146	8.571600972	10.6846522	9.820700855	9.3949825705	6.464062243	0.0
Unc93b1	4	3.116031993	0.0	0.0	0.0	0.0	0.0	0.443606651	8.813011549	5.684617632	7.1402353445	5.435404818	0.713266569
Met	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.250961574	0.0	0.111031312	0.0	0.0
Milr1	4	1.510961919	0.0	0.739848103	0.3785116235	1.1463908745	1.682573297	5.689299161	7.006522446	7.418528278	7.7484549995	0.443450634	2.3533564405
Ctsh	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.404204897	0.8154822735	4.70441621	0.0	3.311699341
Ctss	4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	8.925317062	8.02376863	0.6090805935	0.0	0.0
Nrp1	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7322692	0.2203166675	0.0	0.0	0.0
Gria3	4	0.0	0.0	0.0	0.0	0.0	0.0	0.389566812	0.0	7.0666143985	4.8042020835	0.3840392175	0.0
Pld4	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.082973963	4.496466478	1.8976756825	0.0	0.0
Csf1r	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.344828497	5.363716561	2.5929332725	0.0	0.0
Rassf4	4	0.0	0.0	0.0	0.0	0.0	0.0	0.150559677	6.798569004	4.140798128	5.008712113	0.2320204355	0.0
Tifab	4	0.0	0.516015147	0.0	0.178071905	0.310152441	0.0	0.485426827	8.656424863	8.193913287	7.249762637	4.978575404	0.0
F13a1	4	0.0	0.678071905	0.0	0.5155564205	0.4054888585	0.286881148	0.263034406	0.22650853	8.6243250185	8.2659139205	2.2140946505	0.0
Ccr2	4	0.0	8.77445764	0.0	0.36167006	0.0	0.0	0.0	11.00379897	6.943491222	5.114755389	0.0	0.0
Pyhin1	4	0.0	5.130519083	0.0	0.0	0.0	0.0	0.0	4.438292852	6.749533414	5.344684703	0.0	0.0
Ly86	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.856550028	9.222119271	8.466327056	0.0	0.0
Mpeg1	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.976019878	0.955884134	0.0	0.0	0.0
Ass1	4	1.448900951	0.0	0.0	1.5694727485	8.2240860555	1.875780063	7.04220656	10.15175229	8.2380493605	8.328660481	2.981229397	0.0
Il6st	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3488896895	0.0	0.0	0.0
Glipr1	4	6.927777962	0.0	4.414812061	4.589016183	0.863393815	7.252381596	7.982137968	8.506803438	9.445722988	8.6793250665	6.5007222185	2.7643637905
Clec7a	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm15987	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tk1	4	0.0	0.0	0.0	1.1850821405	3.73940786	1.182692298	3.195347598	0.0	6.891552272	7.5386931815	7.053112633	0.0
Nrg1	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Atp1a3	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.595654984	0.5897555255	0.0	0.0
Gpr141	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.331786168
Bid	3	0.575312331	0.731183242	0.0	0.9968371805	0.4279948485	0.910732662	5.303780748	3.884597921	5.9781309715	7.072158506	6.9021450995	0.0
Rnaseh2c	3	0.0	0.0	0.0	3.0502607395	5.284063473	3.524815928	4.910732662	0.0	2.881631418	5.9483667585	6.533065623	7.439329948
Ftl1	3	11.31472484	11.2317132	11.55664495	11.14161654	11.422229425	11.56795608	11.33069284	11.4793963	11.537825595	12.083844195	12.001046865	11.51412426
Glrx	3	1.443606651	1.550900665	0.910732662	0.0	4.54036347	6.10706011	7.172027399	2.381283373	4.559916311	7.702719916	8.598222938	8.7320572615
Rab32	3	0.0	0.0	0.0	0.0	0.0	0.0	3.279471296	0.731183242	1.214767813	6.0120721775	7.69820804	5.712826736
Soat1	3	0.310340121	0.0	0.333423734	0.321928095	0.0	0.555816155	2.94673086	0.35614381	2.308849066	5.1941604865	3.6669131075	2.3886572505
F10	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35614381	4.307227019	0.143440574
Tom1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.014337614	6.4877538345	4.956439879
G6pdx	3	0.0	0.0	0.0	0.448891272	4.523674172	1.480265122	3.828834649	0.669026766	2.441898372	6.455921801	5.391515398	8.374591002
S100a11	3	8.529508641	7.429448588	7.801676029	5.725742908	8.269240575	8.878725341	9.334273285	9.768250502	8.718982748	9.825198543	11.028128985	11.5430238
Pnkp	3	0.0	0.0	0.0	0.0	0.0	0.641546029	0.0	0.0	0.939852883	4.651481875	6.715085227	5.803930065
Rps6ka1	3	2.570462931	0.0	2.49057013	3.0430734215	0.1375035235	5.828834649	6.408711861	0.454175893	6.251309407	7.2616733805	8.165176831	6.686400712
Cdk2ap2	3	1.454175893	7.046141782	0.0	1.95693777	3.7292262745	2.680324357	6.747253114	0.0	5.8919224135	6.8176498345	8.054086924	8.647909446
Ncf4	3	0.815575429	9.395555556	0.0	0.0	0.0	2.039138394	5.195741293	5.909293086	4.3354973335	7.195293656	7.6930971385	9.44869901
Baz1a	3	0.799087306	0.310340121	0.201633861	2.938934688	4.6270249955	4.067810784	4.695993813	2.881664619	5.2517876655	5.758356754	6.433257385	5.4713135505
Tuba4a	3	6.438292852	0.0	4.946262984	6.1258212945	8.1914676585	8.189725741	9.072561395	1.678071905	8.531433757	9.3697287515	10.089742215	9.63394966
Hexa	3	0.584962501	0.0	0.0	0.0	0.862805147	6.189231549	6.268846063	3.965322548	6.7454596	8.3500108805	8.1360685765	6.341301922
Gpx3	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3106946825	0.0
App	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1469390375	4.365613348	2.367918122
Tspo	3	5.685940148	8.0721058	3.859969548	2.95753335	7.0244948685	8.261812858	8.985955755	10.09082697	9.171778591	9.2958179115	9.2876914965	9.178031126
Pgd	3	1.769771739	0.0	1.0	1.4624869905	5.4382105865	3.311793718	5.499527024	1.815575429	3.653752515	6.9245496635	7.8394120095	5.726858041
Nucb2	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3818545035	6.410185578	1.46980136
Ncf1	3	3.416839742	0.0	0.0	0.0	0.0	0.0	0.0	0.831877241	4.3048981615	6.269463159	7.607844606	8.2367243305
Prdx5	3	3.694880193	0.0	3.689299161	0.0	4.6783364625	7.286326727	7.131136719	0.0	6.974684196	8.397450169	9.876630991	10.80463546
Mgst1	3	0.0	0.0	0.0	0.0	0.0	0.0	4.115199749	0.0	0.4705531555	7.818298196	7.0146787305	9.057752735
Hvcn1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.367371066	0.0	0.0	3.7897232175	7.0629036255	7.747816452
Ptgr1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.422233001	0.0	0.0	6.341182906	8.008733971	5.658635497
Lta4h	3	4.619413011	10.85458013	3.386810946	3.5032500025	4.928896203	8.325215495	8.668743189	6.902194201	9.085687455	9.3884528725	10.53640264	9.758673124
Tyrobp	3	5.140369671	12.78780056	0.0	1.7679767	0.0	8.455491621	8.338870062	10.79121988	10.0850368	9.8098031475	9.3150545805	10.675085145
Sgms2	3	0.0	0.0	0.0	0.0	0.0	0.0	0.137503524	0.0	0.0	4.2383986145	7.2709865625	6.0884733925
Dstn	3	0.50589093	0.0	0.782408565	4.519422741	7.4183441865	5.140778656	7.147510225	0.0	3.747207805	9.3294013705	10.83364554	10.18781927
Gda	3	0.0	0.0	0.0	0.0	0.0	0.0	0.176322773	0.0	0.0	4.442447903	6.486250122	5.4322868505
Hk3	3	0.0	0.516015147	0.0	0.0	0.0	3.559491813	7.014355293	0.298658316	6.7934322345	6.65356055	8.541613584	5.8208225945
Gpc1	3	0.0	0.0	0.0	0.0	0.0	0.0	4.988230223	0.0	3.6990169625	5.689854338	6.703467523	5.8627411585
Slpi	3	0.0	1.275007047	0.0	0.0	0.0	0.0	6.231893162	0.0	7.070105343	8.7682423805	7.17006605	4.4448754785
Clec12a	3	0.0	0.0	0.0	0.560308681	0.589118292	0.757023247	8.365884968	7.048214385	9.0129658935	8.998627217	10.45535013	9.228818009
Anxa3	3	0.0	0.0	0.0	0.0	0.0	2.46727948	7.154818109	0.0	7.920783046	8.4285381035	8.907455701	8.4871630185
Hp	3	0.0	0.0	0.0	0.0	0.0	0.632268215	6.826548487	0.0	1.11939343	8.554543299	10.23321022	11.618938355
Igsf6	3	0.0	0.0	0.0	0.0	0.0	6.475409193	7.367371066	3.549669171	6.9397719445	8.4795831895	10.05965215	9.710502574
Ly6c1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.625405011	6.0979133925	6.2689583575	6.4691225025
Ly6c2	3	0.0	1.35614381	0.0	1.381216933	0.0	1.97819563	5.583759754	1.310340121	9.2107959385	12.30813791	12.5424471	11.50866041
Mefv	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333378296	0.0	0.0
Ethe1	3	1.541019153	0.0	1.627606838	0.0	0.0	5.086189313	4.958842675	2.912649865	4.7689165085	6.397957363	7.166447968	7.3879174175
Plin3	3	0.879705766	0.0	0.748461233	0.0	0.4379686485	0.584962501	2.201633861	0.604071324	1.7624330325	3.549656019	6.463529977	4.6455721085
Med21	3	0.0	1.384049807	0.0	0.0	4.7308620865	1.257010618	5.72628629	0.0	6.731767506	7.448667021	7.3624389885	0.0
Ero1l	3	0.0	0.0	0.0	0.2809440975	0.427596204	0.333423734	3.021479727	0.0	0.334150349	3.573164687	5.139973334	3.114968894
2810417H13Rik	3	0.526068812	0.0	0.59454855	4.8056269565	6.130983597	3.102658131	6.296640945	8.007980336	8.1177356795	7.6946136615	6.4408733705	6.33208696
Papss2	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.634755985	0.3733283685	0.0
Dok3	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5459345275	3.16003652	2.0605077005
Nhsl2	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035194664	1.3977380265	1.8814720285
Atp6v0c-ps2	3	6.032100843	0.0	6.201829866	5.014498432	5.9268972075	8.216115299	8.075693064	7.081510068	8.2154157165	9.044236028	9.609205641	8.9464844495
Atp6v0c	3	0.0	0.0	0.0	0.0	4.803618268	6.091065078	7.925999419	4.347665656	6.322387357	7.8508737	8.568615952	7.2399465295
Tnfsf13	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2413519545	0.0
Sun2	3	0.0	0.0	0.0	0.0	0.0	0.495695163	3.641546029	4.135863165	0.0	1.567865928	4.272569507	4.9512389615
Npc2	3	6.295723025	2.887525271	2.386810946	0.667627283	4.799268675	6.739308071	6.577730931	6.717676423	7.3418955355	7.4191555895	6.770070656	0.8796205355
Rps6ka2	3	0.0	0.0	0.0	0.0	0.0	0.0	0.23878686	0.0	0.0	0.1440316005	5.220515329	0.0
Trim45	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.337552284	0.0
Gatm	3	0.555816155	0.0	0.613531653	0.5306461695	7.5485770425	5.320123598	5.866166169	7.743151394	3.425807067	7.5346913875	9.1081452905	5.759812279
Erp29	3	5.417852515	1.176322773	0.963474124	5.354417793	3.96687188	6.879705766	7.63742187	6.599615349	8.511178537	8.691342723	7.0626900335	0.0
Chst12	3	0.0	0.0	0.0	1.827263598	0.361233012	2.786596362	6.178714641	0.713695815	3.5150731185	6.1178257195	7.684000094	6.379334724
Plod3	3	0.0	0.0	0.0	0.0	0.0	0.0	2.521050737	0.0	1.489985222	4.6961046085	4.4072367595	0.0
Kctd20	3	0.0	0.0	0.0	0.6254201665	3.226145334	0.713695815	5.191404729	0.0	2.382992759	5.8612104695	6.1249450945	2.4070188235
Svip	3	0.0	0.0	0.0	0.0	0.0	0.0	0.516015147	0.0	0.7598715865	4.051287077	5.0533648865	2.6547500005
Tmem50b	3	0.0	0.0	0.0	0.0	0.0	0.5360529	0.0	0.565597176	0.0	4.919178569	7.106431835	3.8264637055
Pdia4	3	0.773996325	0.678071905	0.713695815	0.7084739025	0.969011131	6.095713484	6.290203205	4.624685811	7.9760860615	7.860211378	8.1125280255	0.0
Gpi1	3	8.429825157	9.51289845	7.453599885	6.9749012975	7.6007866085	9.391587303	9.513293341	8.662098661	8.5797384635	9.6473816505	10.284834735	10.001104799
Lbp	3	0.0	0.0	0.0	0.0	0.0	0.5360529	3.509695842	0.0	0.2164797035	5.456049652	6.939648667	4.4965450505
Tnfrsf1a	3	0.0	0.0	0.0	0.0	0.0	1.545968369	5.210622644	0.0	1.465009088	5.6371987745	6.7174050065	3.5284608105
Syngr2	3	3.014355293	0.0	0.790772038	5.809727552	7.055836741	6.713695815	7.405311683	8.925673114	7.8720254785	8.5771564595	8.863433366	7.7581630895
B4galt6	3	0.214124805	0.0	0.0	0.0	0.0	0.0	0.0	0.333423734	0.0752798385	1.472429223	5.645460096	0.0621640675
Tcn2	3	0.0	0.0	0.0	0.0	0.0	0.443606651	6.930264245	0.0	0.252945465	4.4953157895	7.1990675335	1.090917026
Tmx4	3	0.333423734	0.0	0.0	0.0	0.3630232285	0.443606651	4.444932049	0.176322773	0.4481165465	4.8810489785	6.9393691595	3.7479590845
F630028O10Rik	3	0.0	0.0	0.0	0.0	0.0	0.695993813	5.455162801	0.0	1.319951783	3.080810843	5.6124787825	6.350734979
Fes	3	0.0	0.0	0.0	0.0	0.0	4.253232939	3.114367025	0.565597176	4.8275730365	5.9837077055	6.371654519	6.32568933
Gng12	3	0.871843649	0.367371066	0.40053793	1.1229759735	3.900321843	6.621319301	5.785812075	0.389566812	6.4592392585	6.4740395875	6.498975588	3.621074963
Mapkapk3	3	0.0	0.0	0.0	0.0	0.4705531555	2.166715445	5.826548487	0.0	4.388538871	5.991704537	6.115410992	6.0004656965
Pxylp1	3	0.0	0.0	0.0	0.0	0.0	0.286881148	0.948600847	0.0	0.0	4.636476988	7.2490309515	2.821469172
Atp6ap2	3	0.855989697	0.0	1.03562391	1.6248440225	5.790565682	5.635754391	7.790185563	1.704871964	5.9106893305	7.609095307	8.886923746	0.200268965
Gm1604b	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7824878055	3.9733303445	4.045696535
Tmem38b	3	0.0	0.485426827	0.0	0.0	0.0	0.0	1.03562391	0.0	0.0	2.084922425	4.529502927	2.398830763
Rasgrp2	3	0.0	0.0	0.0	2.033061821	0.0	2.904965719	4.820178962	0.0	4.093349315	5.1812997075	5.727081262	4.204656429
Bzrap1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.124328135	0.0	0.0	1.1793387855	3.799510089	0.0
Fcgr2b	3	0.0	0.0	0.0	0.0	0.0	1.097610797	4.295723025	0.0	1.9272472095	4.9636221665	6.219880776	0.617771633
Tfec	3	0.0	0.0	0.0	0.0	0.0	0.0	2.485426827	0.0	0.8395992855	5.3867900135	5.380070545	0.0
Pdia6	3	6.03760186	0.773996325	5.362119167	9.1070022315	6.523070891	9.191380052	9.647818156	9.182543333	9.5380626065	9.926084184	9.8307524375	4.070400829
Surf4	3	0.622930351	0.485426827	0.545968369	4.1749064325	5.4703653535	6.108315355	7.601473678	5.071247819	7.317767186	7.5809258935	8.212369291	2.514549729
Adssl1	3	0.0	0.0	0.0	0.0	0.0	0.933572638	4.070389328	0.0	0.0	5.360008167	6.1402480895	1.255101203
Rrm2	3	0.464668267	0.622930351	0.495695163	3.7976171765	4.0847671095	7.444766441	7.744564778	6.100557221	6.7153725495	8.470460153	9.0185824765	7.6016763875
Afap1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.900299842	5.3130140135	0.1570292045
Idh1	3	0.50589093	1.021479727	0.0	0.282798588	0.7769014145	7.329213313	7.260778432	1.124328135	5.8253333035	8.182764684	8.0239712965	5.0241988195
Ctsz	3	0.839959587	1.077242999	0.0	1.413543666	6.1182635295	8.271649772	8.443813825	9.188489943	8.3466152955	9.4196972635	8.830959375	0.707879333
Pgam1	3	2.879705766	1.244887059	1.867896464	6.1542337965	2.4310272915	8.356540004	9.291423983	6.953498063	9.3277964045	9.2566903875	8.86379731	8.033276533
Hdc	3	0.0	0.0	0.0	0.0	0.0	7.493455201	5.687620632	0.0	0.0	4.6396776075	7.7629786815	7.2433332975
Manf	3	1.655351829	1.427606173	1.063502942	5.195498892	3.9039298885	5.586764743	6.991408467	3.962549023	6.6080015515	7.3781167105	7.7308539215	0.816134108
Stom	3	0.0	0.0	0.0	0.0	4.4588866765	0.333423734	0.773996325	0.0	3.6308420325	5.7346485375	7.3033694765	0.0
B4galnt1	3	0.454175893	5.644433152	0.0	0.0	0.0	5.426600226	5.941341105	0.807354922	5.780418128	6.7790584895	7.7360572485	0.0
Rab44	3	0.0	0.0	0.0	0.3945516085	0.238320454	6.613531653	7.488241843	0.333423734	6.804553289	5.958490235	7.3412504545	7.402166686
P4hb	3	6.5360529	8.883345886	4.181897643	7.432695121	6.8704686325	8.532200055	9.381045384	3.659924558	8.826442713	9.738983981	10.37109717	7.023509647
Mtus1	3	0.0	0.0	0.0	0.0	0.0	0.0	5.639810978	0.0	0.0	3.5432618615	5.1341585935	3.398156109
Dmkn	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.039792258	7.4314770085	0.0
Tmed3	3	0.748461233	0.933572638	1.070389328	1.1555916925	3.4045785825	7.611246166	8.734167661	1.150559677	8.7712249345	9.494748244	9.965741281	8.478031181
Sdf2l1	3	0.0	6.939226578	0.0	4.5009239165	0.0	6.063287212	6.973152038	5.178714641	4.878725008	6.899173605	7.9344381235	0.0
Msrb1	3	0.0	0.0	0.0	0.0	0.0	2.959770155	3.731183242	0.0	1.447069344	4.8234805665	5.5565615145	6.0387427635
Cldn15	3	0.0	0.0	0.0	0.0	0.0	0.0	2.214124805	0.0	0.0	4.935155694	7.9229328135	6.4948234655
Gstm1	3	3.365972428	0.0	6.480911346	0.8751317375	0.0	7.998534018	8.844329155	0.0	3.962725296	10.372445845	11.69734334	0.263034406
Prss57	3	0.0	0.0	0.0	0.0	0.0	0.333423734	5.708463165	0.0	1.6270173165	6.4471350095	8.7140388735	4.0198858685
Cst7	3	3.158660175	0.0	0.0	3.493326061	3.1984325215	7.640606469	8.81496692	2.124328135	7.293411944	9.1041521285	10.06724814	0.0
Gsr	3	0.0	0.0	0.0	1.066946135	2.906285051	5.166715445	6.123707577	0.0	2.044499035	6.421751901	8.1583777	7.3085074525
Atp8b4	3	0.22650853	6.303963356	0.0	0.316041025	0.0	6.815191137	7.012009901	5.856736756	6.2164918095	7.1338033285	7.9917213025	2.2705095765
Mt1	3	0.0	0.0	0.0	0.0	8.842426178	0.0	4.074676686	0.0	0.7705095765	8.1391277715	9.131479109	0.0
Rgcc	3	0.0	0.0	0.0	0.0	0.0	1.469885976	5.664198369	0.0	0.0	7.3446967435	9.420716242	5.979484431
Ap3s1	3	0.0	0.0	0.0	1.166711867	3.9655271115	8.478729179	8.862203399	2.097610797	7.395733956	8.570765854	8.9022636865	6.5693443455
Prtn3	3	6.688320256	1.182692298	6.094024887	2.083919801	1.04671248	10.09676785	11.24146483	1.316145742	10.76115218	11.714935785	12.585540355	5.670072206
Fcgr3	3	0.0	0.0	0.0	0.0	0.0	1.925999419	7.600061566	0.0	0.0	8.8704050015	9.529317867	6.774620984
Alas1	3	0.0	0.0	0.0	1.412526451	0.411059137	5.818390444	8.032431496	0.321928095	7.1941690775	8.9320048905	9.964083615	5.6511722645
Mpo	3	8.426809856	3.548436625	2.944858446	3.624377464	3.3211089005	13.08758881	13.74717652	3.918386234	13.29911071	14.02281521	14.89978244	2.7228633515
Ctsg	3	0.0	1.207892852	0.0	1.4004551255	1.1946732685	10.41404037	11.04672841	1.280956314	10.34001473	11.309153215	12.094247205	0.904604312
Ms4a3	3	0.0	0.0	0.0	1.0356067445	0.0	8.792367345	9.797985691	0.0	7.399675415	10.45977824	12.05034616	8.6974357535
Elane	3	0.0	0.0	0.0	1.5426273385	0.0	9.7510921	12.83391591	1.815575429	8.865064849	13.62615867	15.13609414	4.18532191
Fam49b	3	0.0	0.0	0.35614381	0.514638091	1.2465162095	1.82374936	3.044394119	5.497612366	2.820437695	4.377856738	6.467434593	3.8306695835
Rn45s	3	10.6977495	11.16093027	10.94320343	11.12069394	10.75327778	11.33354114	11.2086977	10.73606363	11.26332839	11.6391421	11.82546514	11.79888069
Ccdc125	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9602609895	4.90236238	1.503561862
Serpinb1a	3	8.711219557	0.722466024	7.462052319	4.6757758495	1.0424913345	8.904995815	9.362360297	1.09085343	9.235192802	9.21613949	10.486734365	10.246050195
Flot2	3	0.0	0.0	0.0	0.0	0.0	1.695993813	3.867896464	0.0	0.0	2.694895247	3.822049271	3.759630984
Fgl2	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.986545015	0.0
Cerk	3	0.0	2.959770155	0.0	0.0	0.0	0.0	0.432959407	0.0	0.0	0.274957777	3.9181220875	0.0
Chst13	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acaa2	3	0.963474124	0.0	0.0	1.3080141385	7.032208042	6.160073098	5.910732662	0.0	7.798434287	7.779225206	6.4985542725	2.5605077005
Kcnip3	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0929332725	0.0
4933440M02Rik	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aoah	2	0.0	0.485426827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2809440975	1.3598326765
Sema4a	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.341096238	0.0	0.0	4.651561584	3.429533791
Mgst2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8881712765	7.3226664835	7.1455522465
Pram1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7046275735	6.123884855
