GeneID	SystemCode	LogFold	rawp	adjp	Symbol	avg-IG2_AML__co-4-Query	avg-IG2_AML__co-4-Ref
ENSMUSG00000022812	En	1.44053693096	6.6614715848e-06	0.000390904822474	Gsk3b	6.66847764367	5.2279407127
ENSMUSG00000030142	En	2.40740219409	6.76777656715e-06	0.000395548001533	Clec4e	3.6121235382	1.20472134411
ENSMUSG00000093880	En	1.37693123986	7.04642266791e-06	0.000409561060713	Tmem181c-ps	3.18190075737	1.80496951751
ENSMUSG00000036067	En	1.81785066581	7.06954083435e-06	0.000409561060713	Slc2a6	2.3024393216	0.484588655786
ENSMUSG00000004610	En	-1.05084244715	7.17675568883e-06	0.000412819468536	Etfb	8.87412806487	9.92497051201
ENSMUSG00000039640	En	-2.10929379934	7.24445521137e-06	0.000415073057839	Mrpl12	5.3284359258	7.43772972514
ENSMUSG00000022257	En	1.90908778454	7.58780267772e-06	0.000431348798316	Laptm4b	2.63344062323	0.72435283869
ENSMUSG00000032294	En	-1.06039320372	7.73291503758e-06	0.000437887597439	Pkm	9.00012760377	10.0605208075
ENSMUSG00000024870	En	-2.47293571299	8.31834875631e-06	0.000469212904847	Rab1b	2.4401265466	4.91306225959
ENSMUSG00000042410	En	-2.26047847097	8.58854170709e-06	0.000482583194839	Agps	1.25212329723	3.51260176821
ENSMUSG00000022677	En	2.87564180815	8.73708034068e-06	0.000489041269992	Fopnl	6.51521863757	3.63957682942
ENSMUSG00000025651	En	-1.65702821114	9.92962287645e-06	0.00054945171757	Uqcrc1	7.0691522528	8.72618046394
ENSMUSG00000023004	En	-1.25793894909	1.01627758553e-05	0.000560223019022	Tuba1b	9.5853933511	10.8433323002
ENSMUSG00000063524	En	-1.89005117095	1.0383869014e-05	0.000568109123653	Eno1	8.1419075108	10.0319586818
ENSMUSG00000037138	En	1.79869213286	1.0383908946e-05	0.000568109123653	Aff3	2.67168290293	0.872990770069
ENSMUSG00000028676	En	-1.75050594796	1.04707234525e-05	0.00057071325245	Srsf10	5.1261768216	6.87668276956
ENSMUSG00000033306	En	1.17279625129	1.05529644464e-05	0.000573049595482	Lpp	1.55753258173	0.384736330448
ENSMUSG00000031145	En	1.57984316876	1.09491584556e-05	0.000590398241183	Prickle3	2.93344023157	1.35359706281
ENSMUSG00000062310	En	1.3439758592	1.09535851797e-05	0.000590398241183	Glrp1	1.6274420586	0.2834661994
ENSMUSG00000051314	En	2.14544968096	1.16926824223e-05	0.000627909990005	Ffar2	3.41940491597	1.27395523501
ENSMUSG00000090191	En	0.610436584333	1.20339806827e-05	0.000643862209099	9230105E05Rik	0.610436584333	0.0
ENSMUSG00000022091	En	1.49837543378	1.23313066778e-05	0.00065735350213	Sorbs3	1.84711492707	0.34873949329
ENSMUSG00000022261	En	1.46639881369	1.30305938162e-05	0.00069209573652	Sdc2	1.8132925069	0.346893693207
ENSMUSG00000072235	En	2.73607626089	1.41395312452e-05	0.000745552892071	Tuba1a	5.51452405793	2.77844779705
ENSMUSG00000025395	En	-2.7148051442	1.57642818906e-05	0.000825243145159	Prim1	2.74045375363	5.45525889783
ENSMUSG00000058135	En	-2.12462815042	1.63847325318e-05	0.000854648790449	Gstm1	7.6956621952	9.82029034562
ENSMUSG00000003355	En	-2.96380421383	1.68962727864e-05	0.000878183778071	Fkbp11	1.231099478	4.19490369183
ENSMUSG00000032643	En	1.18722998968	1.76578032914e-05	0.000914114413096	Fhl3	2.22541966167	1.03818967199
ENSMUSG00000040751	En	2.9784746967	1.77132044591e-05	0.000914114413096	Lat2	6.49593612133	3.51746142463
ENSMUSG00000061904	En	-1.12348510352	1.79617801185e-05	0.000923667088569	Slc25a3	7.9350979149	9.05858301842
ENSMUSG00000030298	En	-2.47704992775	1.82517213697e-05	0.000935272186946	Sec13	4.8799547411	7.35700466885
ENSMUSG00000063229	En	-1.43579582227	1.85025825204e-05	0.000944800292701	Ldha	8.8467758234	10.2825716457
ENSMUSG00000027508	En	1.13945736918	1.91961928611e-05	0.000973387438006	Pag1	1.43562370133	0.296166332152
ENSMUSG00000021270	En	-0.64332612228	2.00209762601e-05	0.00100875558095	Hsp90aa1	9.44140634193	10.0847324642
ENSMUSG00000000171	En	-1.72692126792	2.00620279931e-05	0.00100875558095	Sdhd	6.99226020217	8.71918147008
ENSMUSG00000022440	En	1.23408269478	2.03051054336e-05	0.00101546460266	C1qtnf6	1.5857132936	0.351630598821
ENSMUSG00000053063	En	-1.96643739976	2.08258683236e-05	0.00103794130724	Clec12a	6.4540407139	8.42047811366
ENSMUSG00000003868	En	-2.31332088609	2.10631382207e-05	0.00104618379019	Ruvbl2	4.79595145607	7.10927234215
ENSMUSG00000055322	En	1.0850348932	2.24732613483e-05	0.00111242643674	Tns1	1.38594706527	0.300912172062
ENSMUSG00000028410	En	-1.29558413669	2.32862510166e-05	0.00114876207134	Dnaja1	5.66111764873	6.95670178542
ENSMUSG00000027804	En	-2.02602899613	2.35090805624e-05	0.00115583665346	Ppid	5.16037875403	7.18640775016
ENSMUSG00000029672	En	1.74366182524	2.39443712876e-05	0.00117327419309	Fam3c	4.18091968153	2.4372578563
ENSMUSG00000075010	En	2.97598204724	2.41970965444e-05	0.0011785324826	AW112010	5.6410688295	2.66508678226
ENSMUSG00000029484	En	-2.08715800972	2.42136475158e-05	0.0011785324826	Anxa3	5.59766128823	7.68481929795
ENSMUSG00000054083	En	0.958603424852	2.4778831508e-05	0.00120202111645	Capn12	1.2687338593	0.310130434448
ENSMUSG00000022305	En	0.931517883684	2.48945340249e-05	0.00120362177297	Lrp12	1.00531192177	0.0737940380828
ENSMUSG00000030336	En	2.90828144904	2.50835244476e-05	0.00120546012643	Cd27	6.20889468953	3.3006132405
ENSMUSG00000051212	En	1.55365231384	2.51559791255e-05	0.00120546012643	Gpr183	1.9537368052	0.400084491359
ENSMUSG00000048285	En	1.32579810383	2.51810539706e-05	0.00120546012643	Frmd6	1.67202924063	0.346231136807
ENSMUSG00000031828	En	1.11087467786	2.57785534879e-05	0.00123001734068	Klhl36	1.30021274677	0.18933806891
ENSMUSG00000025428	En	-0.944726355664	2.61839174213e-05	0.00124244752082	Atp5a1	8.45844704487	9.40317340053
ENSMUSG00000022899	En	0.757007906863	2.62098116464e-05	0.00124244752082	Slc15a2	0.813496315367	0.0564884085034
ENSMUSG00000044252	En	1.68758341397	2.88263700237e-05	0.00136204598362	Osbpl1a	2.41514565703	0.727562243062
ENSMUSG00000024014	En	1.42244151952	2.90164951843e-05	0.00136659240912	Pim1	2.82494234463	1.40250082512
ENSMUSG00000019851	En	1.26459682518	2.93024848209e-05	0.00137560987613	Perp	1.45884788157	0.194251056386
ENSMUSG00000024953	En	-1.98218685317	2.96087891345e-05	0.0013855199623	Prdx5	5.73966510667	7.72185195983
ENSMUSG00000024742	En	-2.5727625883	3.29298813267e-05	0.0015359889838	Fen1	3.46597567517	6.03873826347
ENSMUSG00000073002	En	2.05913120968	3.39136095001e-05	0.00157682031647	Vamp5	3.4201393362	1.36100812652
ENSMUSG00000018858	En	-2.46306259593	3.41684475944e-05	0.0015798396607	Ict1	3.27466491363	5.73772750957
ENSMUSG00000011884	En	2.63892898186	3.49394166093e-05	0.00160909281619	Gltp	6.1350587328	3.49612975094
ENSMUSG00000032596	En	1.70383314425	3.52633461634e-05	0.00161888793917	Uba7	2.7675386766	1.06370553235
ENSMUSG00000042817	En	1.78742018906	3.66441687945e-05	0.00167698927191	Flt3	2.4742201358	0.686799946738
ENSMUSG00000026395	En	2.30270582051	3.70287354982e-05	0.00168399746158	Ptprc	6.47925037883	4.17654455832
ENSMUSG00000030659	En	-2.4315595895	3.95518239335e-05	0.00179313923272	Nucb2	0.454325218267	2.88588480777
ENSMUSG00000011752	En	-1.18866282601	4.04619845231e-05	0.00182870577877	Pgam1	7.8610683292	9.04973115521
ENSMUSG00000031155	En	1.85767352141	4.09912382353e-05	0.00183552458473	Pim2	2.68546688217	0.827793360759
ENSMUSG00000006057	En	-0.69583910461	4.21862868791e-05	0.00188324243237	Atp5g1	8.9888696109	9.68470871551
ENSMUSG00000017499	En	-2.4755159347	4.31471543216e-05	0.00192024629004	Cdc6	1.55027584957	4.02579178427
ENSMUSG00000031785	En	2.85793746526	4.39447285684e-05	0.00194977937456	Gpr56	6.51484029263	3.65690282737
ENSMUSG00000030536	En	0.888326921577	4.44820864285e-05	0.00196762250393	Iqgap1	7.46020139987	6.57187447829
ENSMUSG00000052560	En	1.64025464854	4.60804104154e-05	0.0020288206436	Cpne8	4.28730633947	2.64705169092
ENSMUSG00000022102	En	1.41062574749	4.61444123569e-05	0.0020288206436	Dok2	1.74532348893	0.334697741448
ENSMUSG00000021484	En	-2.0410704298	5.08394813006e-05	0.002228514974	Lman2	3.80452552593	5.84559595573
ENSMUSG00000083311	En	-2.21149198523	5.21715072527e-05	0.00228003587102	Gm5643	4.46375490173	6.67524688697
ENSMUSG00000054408	En	-1.72435437263	5.25365695777e-05	0.00228911585948	Spcs3	6.75838170337	8.482736076
ENSMUSG00000044469	En	1.30070789442	5.42227219072e-05	0.00234710755685	Tnfaip8l1	1.5908286227	0.290120728283
ENSMUSG00000037991	En	-1.14269835299	5.82565056801e-05	0.00250122900927	Rmi2	0.984318457533	2.12701681052
ENSMUSG00000039934	En	1.30845969787	5.86082066621e-05	0.00250860362222	Gsap	1.6810857561	0.372626058234
ENSMUSG00000024393	En	-0.997263360291	5.95976043831e-05	0.00253836433305	Prrc2a	0.432805048833	1.43006840912
ENSMUSG00000078435	En	1.15264731443	5.9652346726e-05	0.00253836433305	AU041133	1.4763019951	0.323654680669
ENSMUSG00000055717	En	0.890034615348	6.12504268979e-05	0.00259876811267	Slain1	1.0764853871	0.186450771752
ENSMUSG00000027107	En	-1.21427101219	6.15576677796e-05	0.00260421145115	Chrna1	2.09824361237	3.31251462456
ENSMUSG00000039126	En	1.01021627694	6.18894997868e-05	0.00261066055188	Prune2	1.22000935143	0.209793074497
ENSMUSG00000006395	En	1.62215131223	6.49273775363e-05	0.00273089053551	Hyi	2.19943830243	0.5772869902
ENSMUSG00000021263	En	0.709537031533	6.56585172764e-05	0.0027536841554	Degs2	0.709537031533	0.0
ENSMUSG00000038705	En	0.864613934501	6.85731465908e-05	0.00286765805269	Gmeb2	1.07970241487	0.215088480366
ENSMUSG00000041538	En	1.69785746416	6.98877484878e-05	0.00291425903651	H2-Ob	2.1758283726	0.477970908441
ENSMUSG00000003644	En	-2.03056566521	7.40001634543e-05	0.00306816062322	Rps6ka1	4.57804129847	6.60860696368
ENSMUSG00000030978	En	-2.16852935982	7.57906879737e-05	0.00313347125591	Rrm1	4.90969219383	7.07822155366
ENSMUSG00000040447	En	1.56967829557	8.05272431475e-05	0.00331324150964	Spns2	2.19966887163	0.629990576062
ENSMUSG00000031362	En	1.56402889312	8.05942069959e-05	0.00331324150964	Xlr4c	2.17718192073	0.613153027614
ENSMUSG00000023828	En	1.26218614223	8.11244321402e-05	0.00332564467869	Slc22a3	1.63508398043	0.372897838207
ENSMUSG00000028378	En	-2.51412614251	8.34743571631e-05	0.00341236606684	Ptgr1	1.90778668307	4.42191282558
ENSMUSG00000042462	En	-1.41398473931	8.47287190371e-05	0.00345394131134	Dctpp1	6.33556884943	7.74955358874
ENSMUSG00000059900	En	2.10644350975	8.87815348329e-05	0.00360405228479	Tmem40	3.27169305117	1.16524954141
ENSMUSG00000047246	En	1.12910694096	8.89063952615e-05	0.00360405228479	Hist1h2be	1.6549076893	0.525800748345
ENSMUSG00000021876	En	1.40420891363	8.99551205708e-05	0.00363643574907	Rnase4	1.78230410787	0.378095194241
ENSMUSG00000033880	En	2.25627557588	9.2360838558e-05	0.00371766367482	Lgals3bp	5.77423311117	3.51795753528
ENSMUSG00000018076	En	1.30036179896	9.24753831022e-05	0.00371766367482	Med13l	4.74937377447	3.4490119755
ENSMUSG00000028639	En	-0.836061903007	9.29468041811e-05	0.00372632187671	Ybx1	6.7069265416	7.54298844461
ENSMUSG00000056124	En	-1.59496454783	9.39731191717e-05	0.0037571175915	B4galt6	0.337128767233	1.93209331506
ENSMUSG00000032265	En	-2.04465836455	9.42716431587e-05	0.00375872663805	Fam46a	2.2785220538	4.32318041835
ENSMUSG00000072837	En	0.7900829835	9.52180451978e-05	0.00378608801028	Mir546	0.7900829835	0.0
Mir703	Sy	-2.2411860113	9.61579621856e-05	0.00381304311632	Mir703	2.01889304793	4.26007905923
ENSMUSG00000025393	En	-0.653952945417	9.70735560239e-05	0.00383888983917	Atp5b	9.1863233229	9.84027626832
ENSMUSG00000039963	En	1.34276153688	0.000103982099156	0.00409888593699	Ccdc40	1.84803136067	0.505269823786
ENSMUSG00000090101	En	1.7399894271	0.000104211351384	0.00409888593699	Snhg9	3.35523448883	1.61524506174
ENSMUSG00000026202	En	-1.5672496731	0.000105086007776	0.00412214736161	Tuba4a	7.34525095337	8.91250062647
ENSMUSG00000028044	En	-1.91513081951	0.000106617268573	0.00417097072459	Cks1b	6.7865992898	8.70173010931
ENSMUSG00000039997	En	2.12422979578	0.000108548711741	0.00423037433141	Ifi203	5.0133096719	2.88907987612
ENSMUSG00000004105	En	0.6596415334	0.000108717102999	0.00423037433141	Angptl2	0.6596415334	0.0
ENSMUSG00000022565	En	1.71245889793	0.000111667115986	0.00433183800162	Plec	4.2594487466	2.54698984867
ENSMUSG00000001750	En	-2.30511067341	0.000112010333794	0.00433183800162	Tcirg1	1.690982605	3.99609327841
ENSMUSG00000020048	En	-0.740994101082	0.000112310045275	0.00433183800162	Hsp90b1	8.97465240517	9.71564650625
ENSMUSG00000027360	En	-2.76076858367	0.000112935645659	0.00433183800162	Hdc	1.71790659873	4.47867518241
ENSMUSG00000035929	En	1.25066723078	0.000113110591673	0.00433183800162	H2-Q4	4.0234591107	2.77279187992
ENSMUSG00000055044	En	2.64673817453	0.000115514806482	0.00441230178145	Pdlim1	5.51705568657	2.87031751203
ENSMUSG00000031584	En	-1.64602296092	0.000115956524209	0.00441757931102	Gsr	4.3893065992	6.03532956012
ENSMUSG00000029198	En	-1.6246700846	0.000117774360687	0.00447511820127	Grpel1	4.22255436887	5.84722445346
ENSMUSG00000015656	En	-0.603195095694	0.000118174555692	0.00447863101298	Hspa8	11.6889240063	12.292119102
ENSMUSG00000069303	En	1.97562970215	0.000119114930748	0.00449087975951	Hist1h2br	3.14289989243	1.16727019028
ENSMUSG00000069307	En	1.97562970215	0.000119114930748	0.00449087975951	Hist1h2bq	3.14289989243	1.16727019028
ENSMUSG00000019853	En	0.655070240989	0.0001200375521	0.00451397027316	Hebp2	0.697685158733	0.0426149177448
ENSMUSG00000028459	En	1.63866370561	0.000121568932797	0.00455977494587	Cd72	2.15900985603	0.520346150428
ENSMUSG00000037664	En	0.615112104767	0.000123649995661	0.00461549309649	Cdkn1c	0.615112104767	0.0
ENSMUSG00000074151	En	1.5361663247	0.000123688745113	0.00461549309649	Nlrc5	2.50295604443	0.966789719731
ENSMUSG00000030062	En	-1.46581064	0.000125815266562	0.00468283778586	Rpn1	5.92667396823	7.39248460823
ENSMUSG00000019471	En	-1.61405276162	0.000129909591381	0.00482289358004	Cdc37	3.6422438983	5.25629665992
ENSMUSG00000054435	En	0.661136965179	0.000132726548803	0.00491493502477	Gimap4	0.6869391398	0.0258021746207
ENSMUSG00000032116	En	-1.60826238129	0.000136766485118	0.00505168187289	Stt3a	6.4008730657	8.00913544699
ENSMUSG00000034723	En	-2.10802997335	0.000138306603818	0.00509563545662	Tmx4	2.18926157453	4.29729154788
ENSMUSG00000021290	En	-1.05209644367	0.000138786060151	0.00509727222011	2010107E04Rik	8.08483662967	9.13693307334
ENSMUSG00000000782	En	0.90949548433	0.000139271049534	0.00509727222011	Tcf7	0.967937518433	0.0584420341034
ENSMUSG00000032946	En	-1.6150004198	0.000139401796441	0.00509727222011	Rasgrp2	3.04810517523	4.66310559503
ENSMUSG00000012429	En	1.44711168212	0.000140014387336	0.00510684054861	Mplkip	3.48138149103	2.03426980891
ENSMUSG00000038332	En	2.16320047694	0.000143735711748	0.00521642347399	Sesn1	4.01448892	1.85128844306
ENSMUSG00000027636	En	0.696676136321	0.000146988362999	0.00532119812617	Sla2	0.7325737769	0.0358976405793
ENSMUSG00000033392	En	1.21721292678	0.000152552115983	0.00550891053077	Clasp2	3.6627057921	2.44549286532
ENSMUSG00000022586	En	-1.33931633445	0.000155001869224	0.00558352030401	Ly6i	0.543307633433	1.88262396788
ENSMUSG00000050335	En	1.75152642412	0.000155477387111	0.00558682077685	Lgals3	2.56745917223	0.815932748117
ENSMUSG00000022427	En	-1.954007349	0.000157273458767	0.00563744001338	Tomm22	5.0338885988	6.9878959478
ENSMUSG00000017390	En	0.815147669283	0.000160995089914	0.00574103102025	Aldoc	0.8632307826	0.0480831133172
ENSMUSG00000037058	En	1.85272789239	0.000161336535339	0.00574103102025	Paip2	8.5843781126	6.73165022021
ENSMUSG00000021451	En	1.90648862931	0.000161346917287	0.00574103102025	Sema4d	3.45799753703	1.55150890772
ENSMUSG00000021728	En	-1.31564679779	0.000163753372516	0.00581244592737	Emb	7.39565509363	8.71130189142
ENSMUSG00000027673	En	-1.26258860071	0.000164874615646	0.00583720682309	Ndufb5	6.81334367443	8.07593227514
ENSMUSG00000095687	En	-2.08460348436	0.000165253158188	0.00583720682309	Rnaset2a	3.2595640155	5.34416749986
ENSMUSG00000034566	En	-0.823600761474	0.000166663850478	0.00587278212107	Atp5h	8.61716368553	9.44076444701
ENSMUSG00000030983	En	-2.0371119362	0.000167352064704	0.00588278888319	Bccip	4.9962476766	7.0333596128
ENSMUSG00000073409	En	1.57615654334	0.000168206428427	0.00589857386242	H2-Q6	2.32625107713	0.750094533793
ENSMUSG00000021725	En	2.03737247262	0.000170011284094	0.0059475341765	Parp8	6.72586465747	4.68849218485
ENSMUSG00000002870	En	-2.23121082144	0.00017094924818	0.00596600577639	Mcm2	3.5221693431	5.75338016454
ENSMUSG00000024732	En	-1.99574267114	0.000172882046673	0.00601902494074	Ccdc86	1.1943210186	3.19006368974
ENSMUSG00000036992	En	-2.16411887752	0.000176649430678	0.00612400464722	Nxt1	3.7385766729	5.90269555042
ENSMUSG00000023367	En	2.70775640069	0.000176738950858	0.00612400464722	Tmem176a	6.16787005127	3.46011365058
ENSMUSG00000003153	En	1.23865163247	0.000177634265204	0.00614040727199	Slc2a3	1.5798220101	0.341170377634
ENSMUSG00000050608	En	-1.15612721989	0.000178932234087	0.00617061801578	Minos1	5.0302312627	6.18635848259
ENSMUSG00000096010	En	1.51862215374	0.000179416737307	0.00617269923883	Hist4h4	2.20260256743	0.683980413697
ENSMUSG00000041225	En	1.035931721	0.000182597007135	0.00626729774725	Arhgap12	1.25700921863	0.221077497634
ENSMUSG00000038393	En	2.24328775869	0.000190659146354	0.00651329238705	Txnip	4.77929612853	2.53600836985
ENSMUSG00000021963	En	-1.59809327365	0.000193603283733	0.00658296399103	Sap18	2.53630719863	4.13440047228
ENSMUSG00000033475	En	-0.658776447231	0.000197918086882	0.00669837655439	Tomm6	6.6973610257	7.35613747293
ENSMUSG00000022297	En	0.803836372768	0.000204781530425	0.00690502389751	Fzd6	0.995637886133	0.191801513366
ENSMUSG00000021131	En	-0.718368124539	0.000204972880075	0.00690502389751	Erh	9.05174938903	9.77011751357
ENSMUSG00000056629	En	-1.80656349147	0.000207429179351	0.00695556877212	Fkbp2	5.0458617666	6.85242525807
ENSMUSG00000020009	En	-1.71409502797	0.00021113311726	0.00706349484019	Ifngr1	5.96160262387	7.67569765183
Fam206a	Sy	-1.79950551251	0.000212694414275	0.0070874918409	Fam206a	0.235025414633	2.03453092714
ENSMUSG00000032959	En	-1.16535387717	0.000212824430322	0.0070874918409	Pebp1	7.26144720223	8.42680107941
ENSMUSG00000028420	En	-1.79789363366	0.000213746211106	0.00710193746628	Tmem38b	0.822540010933	2.62043364459
ENSMUSG00000005687	En	-1.24271471427	0.000219961980831	0.00726826200335	Bcas2	5.59784925247	6.84056396674
ENSMUSG00000090164	En	-1.78089999771	0.000223475197385	0.00734238080942	BC035044	5.87336860173	7.65426859945
ENSMUSG00000040430	En	1.65982738941	0.000226124889069	0.0074117016005	Pitpnc1	5.48410309463	3.82427570522
ENSMUSG00000045038	En	0.748890710626	0.000227380182668	0.00743609842328	Prkce	0.932760091833	0.183869381207
ENSMUSG00000003072	En	-1.42486906591	0.000228776158239	0.00746497630235	Atp5d	6.43265744077	7.85752650668
ENSMUSG00000021577	En	-1.91551174869	0.000231896560723	0.00754986722194	Sdha	5.0658027075	6.98131445619
ENSMUSG00000031925	En	1.08867153065	0.000233507735886	0.00758535285792	Maml2	1.35526519353	0.266593662883
ENSMUSG00000025492	En	2.30238169446	0.00023698104107	0.00768103583673	Ifitm3	9.12760327537	6.82522158091
ENSMUSG00000027562	En	1.9645732882	0.000238804162256	0.00771734718888	Car2	3.33015573907	1.36558245087
ENSMUSG00000050530	En	1.00969405287	0.000239161931024	0.00771734718888	Fam171a1	1.20541924883	0.195725195959
ENSMUSG00000029616	En	-1.49361544345	0.000243469815805	0.00781129165901	Erp29	6.71927230617	8.21288774962
ENSMUSG00000023089	En	-1.59911923815	0.000244627656568	0.00782432150778	Ndufa5	5.61403086673	7.21315010488
ENSMUSG00000020857	En	-0.752545854094	0.000245283522338	0.00782809451884	Nme2	8.77644608073	9.52899193483
ENSMUSG00000029513	En	1.97378397819	0.000246708566484	0.00783047269817	Prkab1	3.5544213894	1.58063741121
ENSMUSG00000031431	En	2.16763895107	0.000246831144276	0.00783047269817	Tsc22d3	4.35008521847	2.18244626739
ENSMUSG00000017493	En	-1.73542517445	0.000246972237233	0.00783047269817	Igfbp4	4.70707843503	6.44250360948
ENSMUSG00000000028	En	-2.56665712812	0.000256634358641	0.00808989821265	Cdc45	2.0771607846	4.64381791272
ENSMUSG00000040532	En	-2.3495544502	0.000257110393065	0.00808989821265	Abhd11	3.66676989757	6.01632434777
ENSMUSG00000029553	En	-2.37897164345	0.000257378057614	0.00808989821265	Tfec	2.0177175633	4.39668920675
ENSMUSG00000026547	En	0.670543790539	0.000267777976148	0.00838058685351	Tagln2	10.5419414986	9.87139770803
ENSMUSG00000029552	En	2.27584915699	0.000270904107662	0.00846023064121	Tes	6.1143978716	3.83854871461
ENSMUSG00000037894	En	-0.65594247969	0.000280316738343	0.00873543788673	H2afz	10.9851488752	11.6410913549
ENSMUSG00000037661	En	-2.47908800249	0.000281371058117	0.00874955771105	Gpr160	1.73666295257	4.21575095506
ENSMUSG00000029810	En	2.56041898913	0.000282784567221	0.00877476291421	Tmem176b	8.5540848943	5.99366590517
ENSMUSG00000027111	En	1.74893249837	0.000285047950457	0.00882617621915	Itga6	3.23109956457	1.4821670662
ENSMUSG00000061518	En	-1.15329451081	0.000290288909763	0.00896937261951	Cox5b	7.47739785107	8.63069236188
ENSMUSG00000053553	En	-2.14355269627	0.000295845820945	0.00912170388181	3110082I17Rik	1.56581320893	3.70936590521
ENSMUSG00000026679	En	0.770587926141	0.000297342282566	0.00912916084005	Enkur	0.9763406151	0.205752688959
ENSMUSG00000025085	En	1.55429767847	0.000302381527914	0.00926433342258	Ablim1	2.38588844533	0.831590766862
ENSMUSG00000047417	En	-1.42679797375	0.000303705110845	0.00928533713894	Rexo1	0.4218560683	1.84865404205
ENSMUSG00000035021	En	-1.60891660138	0.00030528162934	0.00931396971024	Baz1a	3.68588923473	5.29480583611
ENSMUSG00000053965	En	0.760961560425	0.000317864847968	0.00967758814325	Pde5a	0.901419987467	0.140458427041
ENSMUSG00000042524	En	-1.51957068043	0.000318612358361	0.00968009530527	Sun2	0.7563253532	2.27589603363
ENSMUSG00000021242	En	-1.25337472411	0.000323224960424	0.00977940301257	Npc2	5.62703681727	6.88041154138
ENSMUSG00000046711	En	-1.74074050985	0.000327718583945	0.00987430342061	Hmga1	4.19398239953	5.93472290939
ENSMUSG00000024966	En	-2.02489029731	0.000340057975001	0.0101976025207	Stip1	4.68099247293	6.70588277024
ENSMUSG00000045826	En	2.37288906132	0.000340550733531	0.0101976025207	Ptprcap	5.97194660873	3.59905754741
ENSMUSG00000027684	En	0.943840893583	0.000341369414322	0.010201127488	Mecom	1.0758742657	0.132033372117
ENSMUSG00000048970	En	-2.42585514903	0.000342299850843	0.0102079707568	C1galt1c1	1.61536533763	4.04122048666
ENSMUSG00000065145	En	1.38478345268	0.000347049680553	0.01032845399	Vaultrc5	2.61647168987	1.23168823719
ENSMUSG00000022551	En	-1.97886252166	0.000356246882963	0.010580532424	Cyc1	4.59443370193	6.57329622359
ENSMUSG00000024538	En	2.37063874868	0.000358871707219	0.0106187741819	Ppic	5.15355360277	2.78291485408
ENSMUSG00000021423	En	-3.01472606674	0.000358993808664	0.0106187741819	Ly86	2.8397548192	5.85448088594
ENSMUSG00000032359	En	-2.57812712111	0.000364534186277	0.0107243657513	Ctsh	1.1519448789	3.73007200001
ENSMUSG00000042650	En	0.999616197276	0.000364774345283	0.0107243657513	Alkbh5	5.4668020742	4.46718587692
ENSMUSG00000073902	En	1.41573721057	0.000370400880598	0.0108678306761	Gm1966	5.5058308618	4.09009365123
ENSMUSG00000032352	En	0.675364961718	0.000382571549676	0.0111850390029	Lrrc1	0.778898710967	0.103533749248
ENSMUSG00000096255	En	1.79375283657	0.000382749221703	0.0111850390029	Dynlt1b	8.4468026418	6.65304980523
ENSMUSG00000048965	En	0.877470571391	0.000385188361059	0.0112288607254	Mrgpre	1.03313344367	0.155662872276
ENSMUSG00000078348	En	-1.25441784407	0.000385791957857	0.0112288607254	Sf3b5	6.57708064333	7.83149848741
ENSMUSG00000041815	En	-1.57940636324	0.000389151612442	0.0113040387542	Poldip3	6.90779460647	8.4872009697
ENSMUSG00000028693	En	-1.63156968334	0.00039498152949	0.0114277658025	Nasp	4.81321923813	6.44478892147
ENSMUSG00000025780	En	1.02908786836	0.000404492702292	0.0116797267787	Itih5	1.48768733903	0.458599470676
ENSMUSG00000023032	En	-0.877062223255	0.000420974983978	0.012131582063	Slc4a8	0.0	0.877062223255
ENSMUSG00000025732	En	-1.96819452605	0.000426466158128	0.0122655375479	Fam195a	0.420185484333	2.38838001038
ENSMUSG00000030512	En	-1.65329523146	0.000437514982024	0.012509146431	Snrpa1	5.2611706126	6.91446584406
ENSMUSG00000028455	En	-1.99478728782	0.000441978596803	0.0126119892535	Stoml2	4.02381846047	6.01860574828
ENSMUSG00000067367	En	-1.62194276579	0.000452870586402	0.0128502279243	Lyar	4.31427715847	5.93621992426
ENSMUSG00000032192	En	0.876442572769	0.000452976494548	0.0128502279243	Gnb5	1.0420282771	0.165585704331
ENSMUSG00000032470	En	0.682510158161	0.000457015575147	0.0129395868971	Mras	0.832888280333	0.150378122172
ENSMUSG00000045362	En	2.55741678806	0.000460091977092	0.0130013952284	Tnfrsf26	5.43168484757	2.87426805951
ENSMUSG00000024206	En	0.595977735916	0.000470534592354	0.013230061992	Rfx2	0.672403943433	0.0764262075172
ENSMUSG00000000056	En	1.57885187268	0.000471820392625	0.013230061992	Narf	2.65812162843	1.07926975575
ENSMUSG00000021556	En	1.66152253654	0.000476055769938	0.0133231531152	Golm1	2.71422969233	1.05270715579
ENSMUSG00000014959	En	-1.83111721776	0.000487113661653	0.0136064589598	Gorasp2	4.53019733963	6.36131455739
ENSMUSG00000022010	En	2.00326620152	0.000504314590176	0.0139915144534	Tsc22d1	3.44789154143	1.44462533991
ENSMUSG00000039787	En	1.40376711527	0.000504744388649	0.0139915144534	Cercam	2.9868330378	1.58306592253
ENSMUSG00000022571	En	-2.32873886077	0.00051672870216	0.0142964882177	Pycrl	3.11483452443	5.4435733852
ENSMUSG00000055447	En	0.975960352545	0.000522807911746	0.0144372363181	Cd47	8.7030729998	7.72711264726
