GeneID	SystemCode	LogFold	rawp	adjp	Symbol	avg-Mono_AML	avg-Mono_cellHarmony-Reference
ENSMUSG00000039109	En	-3.88829792487	0.000200575081866	0.0107258471137	F13a1	2.93636762341	6.82466554828
ENSMUSG00000020732	En	1.05875502076	0.000204588979354	0.0108993625053	Rab37	1.17486134259	0.116106321825
ENSMUSG00000004558	En	1.28497266321	0.000206728346989	0.0109514256364	Ndrg2	1.48065935671	0.1956866935
ENSMUSG00000074862	En	0.856525013033	0.000207111853119	0.0109514256364	BC025920	0.861871229941	0.00534621690833
ENSMUSG00000017390	En	0.987755361055	0.00022740818515	0.0119799308244	Aldoc	1.04585578965	0.0581004285917
ENSMUSG00000030983	En	-2.42671830914	0.000229240256023	0.0120317172893	Bccip	4.70318738853	7.12990569767
ENSMUSG00000026202	En	-1.7186074849	0.000240452728969	0.0125527415504	Tuba4a	7.39066083153	9.10926831643
ENSMUSG00000068749	En	-1.8626909231	0.000240938938798	0.0125527415504	Psma5	6.84125806829	8.70394899139
ENSMUSG00000032086	En	-2.66037687922	0.000245176478399	0.0127267248183	Bace1	1.29374935612	3.95412623534
ENSMUSG00000054843	En	0.707137204941	0.000255401848235	0.0131563781126	Atrnl1	0.837254371882	0.130117166942
ENSMUSG00000009350	En	-0.670389513667	0.000256238822884	0.0131563781126	Mpo	13.36002917	14.0304186837
ENSMUSG00000015656	En	-0.768913937019	0.000261590381038	0.0133345226248	Hspa8	11.5334032618	12.3023171988
ENSMUSG00000037221	En	-2.77959021575	0.000263744436318	0.0133961376597	Mospd3	1.49696615682	4.27655637257
ENSMUSG00000042742	En	1.45001764633	0.000267630518813	0.0134501950077	B630005N14Rik	1.81272993724	0.362712290908
ENSMUSG00000041859	En	-1.92895597013	0.000267730833486	0.0134501950077	Mcm3	5.94499179647	7.8739477666
ENSMUSG00000042817	En	1.94040343008	0.000269522616718	0.0134501950077	Flt3	2.52967843871	0.589275008625
ENSMUSG00000040681	En	-2.81921961517	0.000277427193091	0.0137944587835	Hmgn1	2.40502311218	5.22424272734
ENSMUSG00000014867	En	-2.24664267139	0.000280742120071	0.0138954807492	Surf4	4.67858126059	6.92522393198
ENSMUSG00000026068	En	1.52788497187	0.000282400568468	0.0138954807492	Il18rap	1.83543176959	0.307546797717
ENSMUSG00000026248	En	-2.88442881394	0.000288333135744	0.0141383005766	Mrpl44	3.18157670029	6.06600551423
ENSMUSG00000031402	En	-2.9230435242	0.000290912604294	0.0142155948809	Mpp1	1.39341412759	4.31645765179
ENSMUSG00000053965	En	1.05560947641	0.000299943699587	0.0145230710526	Pde5a	1.211771135	0.156161658592
ENSMUSG00000029915	En	-2.63466592346	0.000300082670458	0.0145230710526	Clec5a	1.26765929594	3.9023252194
ENSMUSG00000014852	En	1.14768215212	0.000300279431121	0.0145230710526	Adamts13	2.71127740429	1.56359525218
ENSMUSG00000042410	En	-2.38653550382	0.000306379994616	0.0147677241623	Agps	1.33659825618	3.72313376
ENSMUSG00000055681	En	-1.4147915177	0.000312346757817	0.0150042912035	Cope	7.81920063729	9.23399215499
ENSMUSG00000033306	En	1.06104373779	0.000318163814006	0.0152320925956	Lpp	1.40737126253	0.346327524742
ENSMUSG00000029804	En	1.09857273373	0.00032727018612	0.0156153057492	Herc3	1.33610798118	0.23753524745
ENSMUSG00000022427	En	-2.31409234602	0.000336053184106	0.015980569369	Tomm22	4.70316282524	7.01725517126
ENSMUSG00000030142	En	2.30852801528	0.000338638927281	0.0160496730385	Clec4e	3.31073667253	1.00220865725
ENSMUSG00000026087	En	-2.19577490182	0.000340683252013	0.0160927412142	Mrpl30	5.29883116006	7.49460606188
ENSMUSG00000041891	En	-2.45478807907	0.00034259776903	0.01612941191	Lman1	2.40939354359	4.86418162266
ENSMUSG00000017499	En	-2.76583695742	0.000353192368506	0.0164641087306	Cdc6	1.50926537047	4.27510232789
ENSMUSG00000000058	En	0.946796643211	0.000354743053266	0.0164821764191	Cav2	1.07989999235	0.133103349142
ENSMUSG00000094338	En	0.995637778325	0.000356257809542	0.0164984621537	Hist1h2bl	1.238296159	0.242658380675
ENSMUSG00000028044	En	-1.94272602595	0.000363977452148	0.0167465080337	Cks1b	6.89371328871	8.83643931466
ENSMUSG00000049436	En	0.699914107765	0.000368225238925	0.0168848282691	Upk1b	0.699914107765	0.0
ENSMUSG00000026434	En	-1.63412455113	0.000369779387953	0.0168848282691	Nucks1	4.73511081688	6.36923536801
ENSMUSG00000026126	En	-1.94909515194	0.000371180686695	0.0168848282691	Ptpn18	1.98325354994	3.93234870188
ENSMUSG00000082292	En	2.33349616818	0.000375294128402	0.0169743294271	Gm12250	3.68418255741	1.35068638923
ENSMUSG00000060550	En	2.18299668729	0.000376115972064	0.0169743294271	H2-Q7	3.65950209135	1.47650540406
ENSMUSG00000069312	En	0.750486726483	0.000398375881003	0.0179015273658	Hist1h3h	0.813373953	0.0628872265167
ENSMUSG00000003355	En	-3.21347311178	0.000399187259021	0.0179015273658	Fkbp11	1.05137288688	4.26484599866
ENSMUSG00000029634	En	2.42623816849	0.00041224474205	0.0184203401297	Rnf6	4.47495117524	2.04871300675
ENSMUSG00000033047	En	-1.80226905313	0.000413356020129	0.0184203401297	Eif3l	6.67187330382	8.47414235695
Uqcc2	Sy	-1.97687710292	0.000418119999334	0.0185742273058	Uqcc2	5.61183413447	7.58871123739
ENSMUSG00000023089	En	-1.7183689951	0.000426123888831	0.0188706300895	Ndufa5	5.64681360553	7.36518260063
ENSMUSG00000048285	En	1.37240945493	0.000430752153773	0.019016164396	Frmd6	1.69412727982	0.321717824892
ENSMUSG00000032294	En	-1.015441264	0.000432152616377	0.0190187413872	Pkm	9.15907272106	10.1745139851
ENSMUSG00000025208	En	-2.30672674494	0.000438310111233	0.0192300080071	Mrpl43	3.10420279694	5.41092954188
ENSMUSG00000084235	En	1.08889819255	0.000442399264821	0.0193495061166	Gm15421	3.17983308276	2.09093489022
ENSMUSG00000030536	En	0.975218463935	0.000458515997164	0.0199927082948	Iqgap1	7.46492866624	6.4897102023
ENSMUSG00000031722	En	-2.54981232131	0.000484647045189	0.0208373627482	Hp	5.21224118794	7.76205350925
ENSMUSG00000027342	En	-2.08301463362	0.000484733098991	0.0208373627482	Pcna	6.24283116341	8.32584579703
ENSMUSG00000075031	En	1.61189890347	0.000485239553096	0.0208373627482	Hist1h2bb	2.24133378112	0.62943487765
ENSMUSG00000067931	En	1.60983369194	0.000487606947532	0.020875764512	Zfp948	1.89999148841	0.290157796475
ENSMUSG00000016946	En	1.23786495683	0.000491950117386	0.0209982684141	Kctd5	1.72584259476	0.487977637933
ENSMUSG00000037138	En	1.63233751289	0.000502318764714	0.0213764540984	Aff3	2.29896069447	0.666623181583
ENSMUSG00000000088	En	-1.42910030167	0.000516817588725	0.0218621553726	Cox5a	7.35776462918	8.78686493084
ENSMUSG00000050708	En	-0.609526740559	0.000524717519617	0.0220230813335	Ftl1	11.4714383089	12.0809650495
ENSMUSG00000078249	En	-1.40617817183	0.000525284135963	0.0220230813335	Hmga1-rs1	6.00959425294	7.41577242477
ENSMUSG00000083311	En	-2.42443415282	0.000537621542485	0.0224738491993	Gm5643	3.97297924288	6.3974133957
ENSMUSG00000034940	En	1.63934238855	0.000540474690728	0.0225266671833	Synrg	4.28257543359	2.64323304504
ENSMUSG00000022048	En	2.76056141559	0.000545299298016	0.0226565733075	Dpysl2	7.60900459312	4.84844317753
ENSMUSG00000003824	En	-2.24246975215	0.000546789081303	0.0226565733075	Syce2	4.24640868312	6.48887843527
ENSMUSG00000020377	En	0.599177178588	0.000557762965938	0.0230030250202	Ltc4s	0.599177178588	0.0
ENSMUSG00000015671	En	-1.52574433925	0.00055908971294	0.0230030250202	Psma2	7.33035997494	8.85610431419
ENSMUSG00000078435	En	1.11284760833	0.000563105990041	0.0230030250202	AU041133	1.39595129259	0.283103684258
ENSMUSG00000019122	En	2.2754122686	0.000564775870292	0.0230030250202	Ccl9	7.76710997724	5.49169770863
ENSMUSG00000027823	En	-2.03099636558	0.000565778319376	0.0230030250202	Gmps	4.41647910929	6.44747547487
ENSMUSG00000036181	En	2.06800305095	0.000566513000637	0.0230030250202	Hist1h1c	3.87679310224	1.80879005128
ENSMUSG00000054932	En	1.33596714169	0.000570030223562	0.0230797094231	Afp	1.66466855647	0.328701414783
ENSMUSG00000032596	En	1.92355428889	0.000582312666128	0.0235098370134	Uba7	3.07906548865	1.15551119976
ENSMUSG00000021876	En	1.4064040388	0.000584898080811	0.0235471326795	Rnase4	1.71792034024	0.311516301433
ENSMUSG00000031828	En	0.98605047495	0.00059683888799	0.0238921013608	Klhl36	1.14267043094	0.156619955992
ENSMUSG00000054619	En	1.75186004434	0.000609375614943	0.0243030753882	Mettl7a1	2.64124192324	0.8893818789
ENSMUSG00000005683	En	-2.38663819958	0.000610535236625	0.0243030753882	Cs	4.07713603894	6.46377423852
ENSMUSG00000049625	En	-2.20470716136	0.000617800949413	0.0245123834643	Tifab	4.36641943212	6.57112659348
ENSMUSG00000031362	En	1.62310526135	0.000620474963627	0.0245123834643	Xlr4c	2.23606763441	0.612962373058
ENSMUSG00000046711	En	-2.04644821516	0.000620982687437	0.0245123834643	Hmga1	3.87503195235	5.92148016751
5730408K05Rik	Sy	2.42607938103	0.000634399726944	0.0249724403626	5730408K05Rik	6.25504463194	3.82896525091
ENSMUSG00000022952	En	2.09952953669	0.000639082763626	0.0250177951474	Runx1	5.57662768629	3.47709814961
ENSMUSG00000072235	En	2.81345417046	0.000647272546933	0.0251991737983	Tuba1a	5.59842439912	2.78497022866
ENSMUSG00000021484	En	-1.97694982071	0.00067460980867	0.0261199333297	Lman2	4.17600160076	6.15295142147
ENSMUSG00000027834	En	0.782810208773	0.000684025395049	0.0264123266301	Serpini1	0.817862828706	0.0350526199333
ENSMUSG00000042272	En	1.26179179108	0.000688242701847	0.0265029546953	Sestd1	1.624805003	0.363013211925
ENSMUSG00000093880	En	1.32406990918	0.000707666903762	0.0271036424141	Tmem181c-ps	3.12201977876	1.79794986958
ENSMUSG00000030512	En	-2.01716784128	0.00072292363431	0.0274652837046	Snrpa1	4.89422174282	6.9113895841
ENSMUSG00000029213	En	-2.27958399053	0.000726269776257	0.0275186336881	Commd8	1.35752445006	3.63710844059
ENSMUSG00000001380	En	-2.19983457234	0.000738570239682	0.0278496298998	Hars	2.96744505676	5.16727962911
ENSMUSG00000030188	En	-2.55332203118	0.000743037418147	0.0278496298998	Magohb	1.68792310235	4.24124513353
ENSMUSG00000029616	En	-1.60605296297	0.000744539378139	0.0278496298998	Erp29	6.78966470935	8.39571767232
ENSMUSG00000021040	En	-2.14922252042	0.000764907526952	0.0285250120117	Slirp	5.08410740447	7.23332992489
ENSMUSG00000054083	En	1.00244643158	0.000775628436558	0.0288488991456	Capn12	1.34311343312	0.340667001542
ENSMUSG00000024007	En	-2.17416644706	0.000780027025363	0.0289365522943	Ppil1	4.90132492535	7.07549137242
ENSMUSG00000039103	En	0.723172808068	0.000795747451357	0.0294426557002	Nexn	0.769017736176	0.0458449281083
ENSMUSG00000024900	En	2.40101423911	0.000808688876081	0.0297660521115	Cpt1a	4.57846949265	2.17745525353
ENSMUSG00000022956	En	-0.916469894842	0.000833154003103	0.0305871123782	Atp5o	8.928013252	9.84448314684
ENSMUSG00000092086	En	-2.06539653387	0.000843853389745	0.0308202226445	Gm6793	5.321052369	7.38644890287
ENSMUSG00000035235	En	1.74108124056	0.000854022346652	0.031044588529	Trim13	2.35394306576	0.6128618252
ENSMUSG00000035385	En	1.93522223462	0.000854377921553	0.031044588529	Ccl2	2.43260672088	0.497384486258
ENSMUSG00000011148	En	-2.53245515055	0.000879355344171	0.0318704465019	Adssl1	2.353693764	4.88614891455
ENSMUSG00000036427	En	-1.00836199182	0.000903882320494	0.0325926625031	Gpi1	8.43890043929	9.44726243112
ENSMUSG00000057388	En	-1.53416711096	0.000917620080171	0.0329204915344	Mrpl18	7.15811639812	8.69228350907
ENSMUSG00000002963	En	-2.46995557687	0.000950772529453	0.0339380290047	Pnkp	1.68146082171	4.15141639857
ENSMUSG00000016427	En	-1.19041494954	0.000967326416854	0.0344421674705	Ndufa1	7.25795921288	8.44837416243
ENSMUSG00000030659	En	-2.59080524447	0.000997961323533	0.0354438845007	Nucb2	0.774416957706	3.36522220217
ENSMUSG00000029432	En	1.89578925106	0.00103667260174	0.036726718598	Gbas	7.02419390741	5.12840465635
ENSMUSG00000011884	En	2.74653658373	0.0010707372138	0.0378264172416	Gltp	6.11885897171	3.37232238798
ENSMUSG00000022571	En	-2.83020840063	0.00108728571806	0.0381384304719	Pycrl	2.71401541094	5.54422381157
ENSMUSG00000043336	En	1.16173656256	0.00109270780463	0.0381960742677	Filip1l	1.473132072	0.311395509442
ENSMUSG00000025204	En	-1.0529442498	0.00109431981883	0.0381960742677	Ndufb8	8.47529882865	9.52824307845
Mir703	Sy	-2.37719084113	0.0011131375479	0.0385456830183	Mir703	1.79812551124	4.17531635237
ENSMUSG00000020868	En	1.17987171697	0.00111334878119	0.0385456830183	Xylt2	1.376426299	0.196554582025
ENSMUSG00000035539	En	0.701170873459	0.00111693018808	0.0385456830183	E230008N13Rik	0.876109852118	0.174938978658
ENSMUSG00000048007	En	-2.47770210911	0.00111793632916	0.0385456830183	Timm8a1	3.91554780512	6.39324991423
ENSMUSG00000091375	En	0.622367231093	0.0011336176084	0.0389914930306	Vmn2r15	0.696048980118	0.073681749025
ENSMUSG00000056629	En	-2.02074519526	0.00113975664378	0.0391077273583	Fkbp2	4.83061415688	6.85135935214
ENSMUSG00000021607	En	-1.61556780295	0.00115041939389	0.0393655599018	Mrpl36	6.01050478641	7.62607258937
ENSMUSG00000089875	En	1.68089946103	0.00115282671366	0.0393655599018	Etohd2	2.71682242082	1.03592295979
ENSMUSG00000024194	En	-1.68163544051	0.00116652244025	0.0397374747616	Cuta	5.58188714659	7.2635225871
ENSMUSG00000015092	En	-2.00820307399	0.00117440274078	0.0399099789919	Edf1	4.76196972382	6.77017279782
ENSMUSG00000032436	En	-1.81839294068	0.00119278705268	0.0403576714372	Cmtm7	5.48378919418	7.30218213486
ENSMUSG00000067367	En	-1.86809026279	0.0011961531928	0.0403576714372	Lyar	4.036557014	5.90464727679
ENSMUSG00000007050	En	-1.8819654734	0.00119656840303	0.0403576714372	Lsm2	3.34040975476	5.22237522817
ENSMUSG00000042213	En	1.75996936109	0.00121177615157	0.0406921323315	Zfand4	2.59204795541	0.832078594325
ENSMUSG00000033964	En	1.02427001114	0.00121525912515	0.040712617169	Zbtb41	1.29693701259	0.27266700145
ENSMUSG00000032215	En	-1.69354384578	0.00122041539948	0.0407889307216	Rsl24d1	5.72814313394	7.42168697972
ENSMUSG00000024206	En	0.65084289326	0.0012288640847	0.04087848109	Rfx2	0.716669358235	0.065826464975
ENSMUSG00000028108	En	1.00296687238	0.00123877193439	0.0411115622535	Ecm1	1.13704329176	0.134076419383
ENSMUSG00000037935	En	-1.71727131575	0.00124776205941	0.0413131685606	Smarce1	4.70562262106	6.42289393681
ENSMUSG00000024966	En	-2.24640086188	0.00125479809024	0.0413563111724	Stip1	4.49028279282	6.73668365471
ENSMUSG00000024217	En	-1.77732653689	0.00125773690121	0.0413563111724	Snrpc	3.218310604	4.99563714089
ENSMUSG00000055447	En	1.22702894508	0.0012755266281	0.0417484782346	Cd47	8.81108920718	7.5840602621
ENSMUSG00000022812	En	1.30530521054	0.00127563976259	0.0417484782346	Gsk3b	6.54182567535	5.23652046481
ENSMUSG00000072692	En	-1.29574191138	0.00127927993654	0.0417711428128	Gm13826	1.63494569894	2.93068761032
ENSMUSG00000003099	En	-2.3734127615	0.00128949222525	0.0420078030437	Ppp5c	1.15850542371	3.53191818521
ENSMUSG00000024560	En	1.93477606333	0.00130075384351	0.0422774832943	Cxxc1	3.09434684688	1.15957078355
ENSMUSG00000028884	En	-2.52782058333	0.00133296148782	0.0430282397355	Rpa2	3.88631730171	6.41413788503
ENSMUSG00000005779	En	-2.16643183399	0.00136384854094	0.0438256183075	Psmb4	4.50935845671	6.6757902907
ENSMUSG00000027107	En	-1.21566938214	0.00142197898486	0.0455901904853	Chrna1	2.15197722276	3.36764660491
ENSMUSG00000033880	En	2.36374295521	0.0014404462465	0.0459785517171	Lgals3bp	5.54371569394	3.17997273873
ENSMUSG00000022257	En	1.66459356406	0.00144058125484	0.0459785517171	Laptm4b	2.39231229976	0.7277187357
ENSMUSG00000057113	En	-0.602013616716	0.00144769188084	0.0461016666144	Npm1	10.9273349601	11.5293485768
ENSMUSG00000022136	En	-1.77029747123	0.00145782293316	0.0463201990712	Dnajc3	2.69453239082	4.46482986205
ENSMUSG00000038967	En	0.935244002438	0.00148735982572	0.047152966645	Pdk2	1.05818783559	0.12294383315
ENSMUSG00000034116	En	-2.35634138223	0.00150549976464	0.0476215115284	Vav1	1.78027841541	4.13661979764
ENSMUSG00000004264	En	-2.31159168906	0.00156307843409	0.0492230766432	Phb2	3.14164175671	5.45323344577
ENSMUSG00000073902	En	1.61815866896	0.00157078141684	0.0493559721908	Gm1966	5.79242831929	4.17426965033
ENSMUSG00000025781	En	-1.138090708	0.00158925149602	0.0498258472346	Atp5c1	8.84969684888	9.98778755688
ENSMUSG00000038323	En	0.997835769717	0.00159550229905	0.0498661356216	1700066M21Rik	1.219910345	0.222074575283
ENSMUSG00000024538	En	2.6201769881	0.00159889071136	0.0498661356216	Ppic	5.15946648924	2.53928950113
