GeneID	SystemCode	LogFold	rawp	adjp	Symbol	avg-AML	avg-cellHarmony-Reference
ENSMUSG00000030042	En	-1.51006937769	7.61929313148e-06	0.000171568049276	Pole4	1.6294190914	3.13948846909
ENSMUSG00000026180	En	-0.622324198103	7.7432815378e-06	0.000174110453729	Cxcr2	4.56107443437	5.18339863248
ENSMUSG00000040269	En	-1.80390473881	7.81324443493e-06	0.00017519613922	Mrps28	3.03731507465	4.84121981345
ENSMUSG00000031948	En	-1.85761837704	7.9251292216e-06	0.000177208545863	Kars	5.68956043224	7.54717880928
ENSMUSG00000096145	En	-1.86668457219	8.12917147712e-06	0.000181517483053	Vkorc1	2.92843911981	4.79512369201
ENSMUSG00000063953	En	-1.72981551962	8.41397714701e-06	0.000187354345095	Amd2	2.06107385096	3.79088937058
ENSMUSG00000045817	En	-1.5774268051	8.44400415104e-06	0.000187761814525	Zfp36l2	4.8810382403	6.4584650454
ENSMUSG00000018362	En	-2.10317262705	8.55356173816e-06	0.000189695421256	Kpna2	3.75176411781	5.85493674487
ENSMUSG00000046718	En	-1.51844198328	8.55465922218e-06	0.000189695421256	Bst2	0.991144329333	2.50958631261
ENSMUSG00000034724	En	-1.35381445696	8.77868093624e-06	0.000194092253662	Cnot6l	1.73684808294	3.09066253989
ENSMUSG00000015943	En	-1.61567206963	8.80203169896e-06	0.00019410540978	Bola1	2.32657059191	3.94224266154
ENSMUSG00000032602	En	1.10187939589	8.84898466306e-06	0.000194872413281	Slc25a20	1.88818120956	0.786301813674
ENSMUSG00000028300	En	0.811288138196	9.05085989694e-06	0.000199044322734	3110043O21Rik	1.11301206468	0.301723926481
ENSMUSG00000031922	En	-1.59046788577	9.09462781334e-06	0.000199732498342	Cep57	1.92554847275	3.51601635852
ENSMUSG00000068129	En	-2.12415758656	9.19670056704e-06	0.000201697501477	Cst7	4.02741933095	6.15157691751
ENSMUSG00000001380	En	-1.56180534143	9.28109899641e-06	0.000203270034107	Hars	2.60489667726	4.16670201869
ENSMUSG00000040658	En	-1.62926331538	9.29845881821e-06	0.000203372029617	Dnph1	1.35662012298	2.98588343836
ENSMUSG00000015176	En	-1.53052076514	9.42025918625e-06	0.000205754910739	Nolc1	2.8576873533	4.38820811844
ENSMUSG00000006715	En	-1.83973543782	9.67880774462e-06	0.000211114049035	Gmnn	2.99223565191	4.83197108973
ENSMUSG00000025894	En	-1.5077388213	9.72092927878e-06	0.000211744323474	Aasdhppt	1.75094884883	3.25868767013
ENSMUSG00000030045	En	-1.21113598919	9.75669278255e-06	0.000212234580772	Mrpl19	2.15195632206	3.36309231125
ENSMUSG00000024829	En	-1.53837083749	9.92742798137e-06	0.000215363308918	Mrpl21	2.88785277573	4.42622361322
ENSMUSG00000075415	En	1.42938601089	1.01051181014e-05	0.000218779617353	Fnbp1	3.63870094849	2.2093149376
ENSMUSG00000051851	En	1.47335137076	1.01122371544e-05	0.000218779617353	Cxx1c	2.75993782574	1.28658645498
ENSMUSG00000031723	En	-1.70137096176	1.02769571975e-05	0.000221744049503	Txnl4b	1.33250573818	3.03387669994
ENSMUSG00000057134	En	-1.84308428245	1.04887781319e-05	0.000225801267268	Ado	3.33763178659	5.18071606905
ENSMUSG00000033685	En	1.21184049375	1.0600822452e-05	0.000227810963029	Ucp2	7.68317423402	6.47133374027
ENSMUSG00000057130	En	-1.38075100622	1.06823689063e-05	0.000228948763306	Txnl4a	5.64861096555	7.02936197177
ENSMUSG00000044627	En	-1.70448964101	1.07530403741e-05	0.000229913753106	Swi5	3.51835241156	5.22284205257
ENSMUSG00000042228	En	1.52667765858	1.07561149954e-05	0.000229913753106	Lyn	4.53236276392	3.00568510534
ENSMUSG00000029915	En	-1.50939493358	1.09047442146e-05	0.000232779939835	Clec5a	0.959072629313	2.4684675629
ENSMUSG00000031226	En	-1.54392089849	1.09774880841e-05	0.0002340207513	Pbdc1	2.80310695061	4.34702784911
ENSMUSG00000004709	En	1.08513156648	1.10368043603e-05	0.000234972390703	Cd244	1.73767134935	0.652539782872
ENSMUSG00000036427	En	-1.16349735622	1.12200017295e-05	0.000238555415257	Gpi1	7.49219713531	8.65569449153
ENSMUSG00000028957	En	-1.59239706357	1.13296382315e-05	0.000240566986851	Per3	2.32837249961	3.92076956319
ENSMUSG00000026201	En	-1.50278926829	1.13684435659e-05	0.000241071233761	Stk16	2.61038723578	4.11317650408
ENSMUSG00000020526	En	-1.72781288821	1.14607648892e-05	0.00024270746809	Znhit3	1.61227513952	3.34008802773
ENSMUSG00000016921	En	-1.40014166957	1.1833770812e-05	0.000250275654822	Srsf6	3.07107758458	4.47121925415
ENSMUSG00000060036	En	-0.666969649139	1.19268636595e-05	0.000251911724522	Rpl3	11.3260240767	11.9929937258
ENSMUSG00000019579	En	-1.88311383464	1.22940744e-05	0.000258829069633	D17Wsu104e	3.69947147619	5.58258531082
ENSMUSG00000022769	En	-1.73592333146	1.23028683317e-05	0.000258829069633	Sdf2l1	2.4879299955	4.22385332696
ENSMUSG00000021385	En	-1.0664205412	1.24110257361e-05	0.000260642929272	Ippk	0.120308637427	1.18672917862
ENSMUSG00000029910	En	-1.84063478698	1.24216461608e-05	0.000260642929272	Mad2l1	2.46263613398	4.30327092096
ENSMUSG00000070691	En	-1.35486463484	1.26121323809e-05	0.000264293507092	Runx3	2.20596768467	3.56083231951
ENSMUSG00000032788	En	-1.32253283881	1.27972104793e-05	0.00026782135918	Pdxk	1.30359331714	2.62612615595
ENSMUSG00000036528	En	0.906119254836	1.2890164063e-05	0.000269414525651	Ppfibp2	1.37794371215	0.47182445731
ENSMUSG00000037608	En	-1.24524194805	1.29645051682e-05	0.000270615029652	Bclaf1	5.68963296229	6.93487491034
Kdm7a	Sy	0.800546947527	1.31546116857e-05	0.000274225694125	Kdm7a	1.44728636044	0.64673941291
ENSMUSG00000020766	En	-1.53779080544	1.33338460302e-05	0.000277600617612	Galk1	1.34839149498	2.88618230042
ENSMUSG00000040751	En	1.78114841464	1.36564888445e-05	0.000283948553767	Lat2	4.62540444574	2.8442560311
ENSMUSG00000057497	En	-1.83539073577	1.37091845819e-05	0.000284674507337	Fam136a	2.54001119364	4.3754019294
ENSMUSG00000024007	En	-1.82215834018	1.37630058623e-05	0.000285421922093	Ppil1	3.63563117708	5.45778951726
ENSMUSG00000024513	En	1.16760482404	1.37857786391e-05	0.000285524341542	Mbd2	2.71556728954	1.5479624655
ENSMUSG00000055228	En	-1.14259646476	1.38431200834e-05	0.000286341540743	Zfp935	2.32542020578	3.46801667054
ENSMUSG00000047879	En	-1.60433848172	1.39457876203e-05	0.000287935616138	Usp14	2.6288487389	4.23318722062
ENSMUSG00000004667	En	-1.8277694722	1.3956154786e-05	0.000287935616138	Polr2e	3.544079586	5.3718490582
ENSMUSG00000021891	En	-1.59822405075	1.40066186086e-05	0.000288604844175	Mettl6	1.98471339506	3.58293744581
ENSMUSG00000021048	En	-1.55228086769	1.40599937606e-05	0.00028933226235	Mthfd1	1.68704942001	3.2393302877
ENSMUSG00000042272	En	0.769439594259	1.40921783396e-05	0.000289622304515	Sestd1	1.17862312518	0.409183530918
ENSMUSG00000041840	En	-1.80646023491	1.45167850415e-05	0.000297584799635	Haus1	2.54510493594	4.35156517085
ENSMUSG00000028843	En	0.92776270298	1.45376702593e-05	0.000297631842521	Sh3bgrl3	10.5367774068	9.60901470379
ENSMUSG00000028861	En	-1.59582359197	1.46049064233e-05	0.000298626502985	Mrps15	2.52804598545	4.12386957742
ENSMUSG00000017550	En	-1.15775399531	1.50162363676e-05	0.000306645337048	Atad5	0.952885033635	2.11063902895
ENSMUSG00000075706	En	-1.24662735685	1.50606960738e-05	0.000307161457505	Gpx4	6.71177037307	7.95839772993
ENSMUSG00000058704	En	-1.63033563975	1.51593708209e-05	0.000308388217081	Memo1	1.48311142943	3.11344706918
ENSMUSG00000048758	En	-0.792429711293	1.53959977201e-05	0.000312804471446	Rpl29	9.51110740075	10.303537112
ENSMUSG00000032218	En	-1.83164867312	1.54506053765e-05	0.000313516086283	Ccnb2	1.81247918178	3.6441278549
ENSMUSG00000026880	En	-1.63693121475	1.55065427623e-05	0.000314252847627	Stom	1.39909076525	3.03602198
ENSMUSG00000025068	En	-1.65064430514	1.55789089554e-05	0.000315320268491	Gsto1	3.49079994906	5.14144425421
ENSMUSG00000001105	En	-1.56668116218	1.56341729038e-05	0.000315791666808	Ift20	3.33569303768	4.90237419986
ENSMUSG00000020328	En	-1.63486607063	1.56613731072e-05	0.000315791666808	Nudcd2	2.17730535852	3.81217142915
ENSMUSG00000025732	En	-1.14278678417	1.57209349021e-05	0.00031646324981	Fam195a	0.222433924198	1.36522070837
ENSMUSG00000024579	En	-1.20310290322	1.5734212795e-05	0.00031646324981	Pcyox1l	1.48046274453	2.68356564775
ENSMUSG00000028599	En	-1.27720670408	1.6073084324e-05	0.000322873375192	Tnfrsf1b	0.729181656677	2.00638836076
ENSMUSG00000003099	En	-1.4538356411	1.61112828753e-05	0.000323235136382	Ppp5c	1.49734560641	2.9511812475
ENSMUSG00000026869	En	-1.72638414405	1.62966602209e-05	0.00032604377103	Psmd5	2.48822745757	4.21461160163
ENSMUSG00000074746	En	-1.24174369624	1.63081171987e-05	0.00032604377103	Pdzd8	2.50493066149	3.74667435773
Atg101	Sy	-1.70813917968	1.63123710553e-05	0.00032604377103	Atg101	2.2138691548	3.92200833448
ENSMUSG00000053094	En	-1.56448312526	1.70659453871e-05	0.000340680530732	Tmem248	1.61838416875	3.18286729401
ENSMUSG00000024645	En	-1.66720263192	1.73313807554e-05	0.000345548450678	Timm21	1.6780849395	3.34528757142
ENSMUSG00000022201	En	-1.33490753195	1.7669929361e-05	0.000351860160535	Zfr	3.32649659128	4.66140412323
ENSMUSG00000060519	En	-1.26693964499	1.76989734496e-05	0.000352000701774	Tor3a	0.731108660927	1.99804830592
ENSMUSG00000002550	En	-1.40290333126	1.77339873763e-05	0.000352259476295	Uck1	0.776500539375	2.17940387064
ENSMUSG00000036461	En	-1.32765742196	1.7772187032e-05	0.000352472225577	Elf1	4.5050485478	5.83270596976
ENSMUSG00000021282	En	-1.43292007308	1.77887294357e-05	0.000352472225577	Eif5	3.67560954606	5.10852961914
ENSMUSG00000026921	En	-1.3991082996	1.80713584899e-05	0.000357629727347	Egfl7	0.644081340854	2.04318964045
ENSMUSG00000019818	En	-1.6118339722	1.84882558658e-05	0.00036542836594	Cd164	4.03906291508	5.65089688729
ENSMUSG00000048489	En	0.707786841957	1.86150377076e-05	0.000367480584091	8430408G22Rik	0.883302709938	0.175515867981
ENSMUSG00000038462	En	-1.53308945798	1.86837866299e-05	0.000368342359823	Uqcrfs1	3.33462262402	4.867712082
ENSMUSG00000056071	En	2.26133505646	1.87047057174e-05	0.000368342359823	S100a9	4.54538325427	2.28404819781
ENSMUSG00000027669	En	1.12245878103	1.88292995723e-05	0.000370340400678	Gnb4	1.80482560623	0.682366825204
ENSMUSG00000025428	En	-1.14213576608	1.88738815959e-05	0.000370761772208	Atp5a1	7.40027504209	8.54241080818
ENSMUSG00000001100	En	-1.37965790157	1.89014622543e-05	0.000370848542514	Poldip2	0.883770400375	2.26342830195
ENSMUSG00000006731	En	-1.67770971201	1.91162363527e-05	0.00037414540832	B4galnt1	2.59361277647	4.27132248848
ENSMUSG00000068329	En	-1.39896957743	1.92830393018e-05	0.00037694927866	Htra2	1.02704017106	2.42600974849
ENSMUSG00000027889	En	-1.53657550567	1.93703454409e-05	0.000377733532897	Ampd2	1.84577017731	3.38234568298
ENSMUSG00000029623	En	-1.07241840087	1.94499968086e-05	0.000378825363631	Pdap1	2.5617323749	3.63415077576
ENSMUSG00000019373	En	-1.7961845783	1.94753585248e-05	0.000378858432541	Cops3	3.75720495566	5.55338953396
ENSMUSG00000034156	En	-0.93704470831	1.95305663899e-05	0.00037947132027	Bzrap1	0.391114041562	1.32815874987
ENSMUSG00000038227	En	-1.16110254149	1.97161201995e-05	0.000382612223507	Hoxa9	0.560315003292	1.72141754479
ENSMUSG00000039031	En	1.37328215504	2.01261636176e-05	0.00038984068662	Arhgap18	3.07930828186	1.70602612683
ENSMUSG00000018446	En	-1.57533916858	2.01373046742e-05	0.00038984068662	C1qbp	2.68111959902	4.2564587676
ENSMUSG00000000561	En	-1.59174535727	2.02436147076e-05	0.000391425448634	Wdr77	2.69215062607	4.28389598334
ENSMUSG00000024014	En	0.921143734475	2.03631508709e-05	0.000392987564139	Pim1	2.3101834882	1.38903975372
ENSMUSG00000062593	En	0.895628803351	2.03734964544e-05	0.000392987564139	Lilrb4	1.33654642961	0.440917626264
ENSMUSG00000031402	En	-1.56474840238	2.04738290883e-05	0.000394340775577	Mpp1	1.60535946981	3.17010787219
ENSMUSG00000008348	En	-1.04023195284	2.04932058452e-05	0.000394340775577	Ubc	8.96518387599	10.0054158288
ENSMUSG00000025580	En	-1.6754226227	2.0517543164e-05	0.000394340775577	Eif4a3	4.78988850665	6.46531112935
ENSMUSG00000034793	En	-1.83068661654	2.07945484248e-05	0.000398852311452	G6pc3	2.87348397394	4.70417059048
ENSMUSG00000022561	En	-1.51655537274	2.08021036891e-05	0.000398852311452	Gpaa1	1.54997235925	3.06652773199
ENSMUSG00000050721	En	1.4200058241	2.08940750479e-05	0.000400136532914	Plekho2	3.32341923338	1.90341340927
ENSMUSG00000017721	En	-1.12709375487	2.0937782671e-05	0.000400494504854	Pigt	0.717460724635	1.84455447951
ENSMUSG00000004846	En	-1.38530953473	2.09966934676e-05	0.000401142079256	Plod3	1.13442011484	2.51972964957
ENSMUSG00000030824	En	-1.50264534178	2.1061598081e-05	0.00040190248543	Nucb1	3.62312064469	5.12576598647
ENSMUSG00000025823	En	-1.78868270891	2.1234181123e-05	0.00040471338069	Pdia4	3.09323719507	4.88191990398
ENSMUSG00000030357	En	-1.60587620338	2.15017405077e-05	0.000409325642722	Fkbp4	4.12107370979	5.72694991317
ENSMUSG00000006442	En	-1.68765222516	2.20020833054e-05	0.000418353151686	Srm	2.09049877571	3.77815100087
ENSMUSG00000040725	En	-0.805033022764	2.214389474e-05	0.000420550124303	Hnrnpul1	0.725170997323	1.53020402009
ENSMUSG00000026463	En	-1.09291176168	2.22521626528e-05	0.00042210559724	Atp2b4	0.985383064333	2.07829482601
ENSMUSG00000002718	En	-1.65140039465	2.23678776833e-05	0.00042379848723	Cse1l	2.57560349572	4.22700389037
ENSMUSG00000044350	En	0.687641801468	2.24753887657e-05	0.000425332120731	Lacc1	0.985143673802	0.297501872334
ENSMUSG00000039361	En	1.17652958642	2.28224888502e-05	0.000431390845918	Picalm	3.04199877957	1.86546919315
ENSMUSG00000024889	En	-1.28689202412	2.28827174783e-05	0.000432019229749	Rce1	0.589997182417	1.87688920653
ENSMUSG00000038644	En	-1.35250950695	2.33002104296e-05	0.000439383237901	Pold1	1.24692391498	2.59943342193
Gm8234	Sy	-0.606504569742	2.33920941129e-05	0.000440596972644	Gm8234	1.90190637831	2.50841094805
ENSMUSG00000024789	En	1.05364588652	2.34580598609e-05	0.000441320256607	Jak2	2.23845595028	1.18481006376
ENSMUSG00000028261	En	-1.24587854442	2.4350563095e-05	0.00045703694625	Ndufaf4	1.44053694822	2.68641549264
ENSMUSG00000026248	En	-1.72500746295	2.46265984438e-05	0.000461676628906	Mrpl44	3.01427121217	4.73927867511
ENSMUSG00000036752	En	-1.9021088345	2.4676083015e-05	0.000462063262069	Tubb4b	4.24738102699	6.14948986149
ENSMUSG00000032353	En	-1.97390571664	2.50261815497e-05	0.000468071456321	Tmed3	4.54488800414	6.51879372078
ENSMUSG00000035455	En	-1.57855586145	2.53593866447e-05	0.000473750035217	Fignl1	1.63653023631	3.21508609776
ENSMUSG00000025747	En	-0.937787813516	2.55395984959e-05	0.000476234158079	Tyms	4.30364132793	5.24142914144
ENSMUSG00000032171	En	-1.19222326179	2.55518514547e-05	0.000476234158079	Pin1	2.01654275902	3.20876602081
ENSMUSG00000019303	En	-1.54018625858	2.56906157234e-05	0.000478263671782	Psmc3ip	1.06801705609	2.60820331467
ENSMUSG00000054387	En	-1.25232182767	2.58865920078e-05	0.000481352308995	Mdm4	1.21273765501	2.46505948268
ENSMUSG00000017716	En	-1.81641062976	2.63274830918e-05	0.000488635041695	Birc5	2.65793459035	4.47434522012
ENSMUSG00000005698	En	-1.42631318332	2.63695956096e-05	0.000488635041695	Ctcf	2.5242932461	3.95060642942
ENSMUSG00000026536	En	1.03745933614	2.63698111196e-05	0.000488635041695	Mnda	1.69408063845	0.656621302307
ENSMUSG00000073411	En	0.692738044221	2.65795299012e-05	0.000491383687896	H2-D1	10.6134817474	9.92074370321
ENSMUSG00000020530	En	-1.48128141928	2.68933259048e-05	0.000496039340709	Ggnbp2	2.68862239281	4.16990381209
ENSMUSG00000075266	En	-1.27950489142	2.70556330854e-05	0.000498458786764	Cenpw	1.63468958411	2.91419447554
ENSMUSG00000047417	En	-0.936131003018	2.72862337585e-05	0.00050212942813	Rexo1	0.512118532979	1.448249536
ENSMUSG00000027074	En	-1.6148534584	2.73535985395e-05	0.000502791174073	Slc43a3	2.6749899114	4.2898433698
ENSMUSG00000042410	En	-1.28132926535	2.76327322662e-05	0.000507339499521	Agps	1.50732655211	2.78865581746
ENSMUSG00000021494	En	-1.53684746006	2.83114042299e-05	0.000518610505401	Ddx41	1.8357348434	3.37258230346
ENSMUSG00000028961	En	-1.50776533831	2.87142835445e-05	0.000525389348055	Pgd	3.05536096824	4.56312630655
ENSMUSG00000010095	En	-0.967730661027	2.90144509849e-05	0.00053027552542	Slc3a2	4.36728424594	5.33501490696
ENSMUSG00000024190	En	-1.87547073052	2.90974770536e-05	0.000530616547101	Dusp1	3.19350936649	5.06898009701
ENSMUSG00000022855	En	1.2136644778	2.90993958998e-05	0.000530616547101	Senp2	3.08231290323	1.86864842543
ENSMUSG00000034152	En	-1.29459110612	2.97186734216e-05	0.000541292333878	Exoc3	0.968859037365	2.26345014348
ENSMUSG00000030156	En	-1.76233486427	2.98146182074e-05	0.000542422769888	Cd69	2.26524841652	4.02758328079
ENSMUSG00000003438	En	-1.58320310456	2.99662447745e-05	0.000544562518548	Timm50	1.67275555368	3.25595865824
ENSMUSG00000003437	En	-1.33099606116	3.05488883937e-05	0.000554521205424	Paf1	0.975327053406	2.30632311456
ENSMUSG00000037916	En	-1.7034225717	3.07491162564e-05	0.000557523614116	Ndufv1	2.95361802883	4.65704060053
ENSMUSG00000022346	En	-1.6711091325	3.08296619282e-05	0.000558067021339	Myc	4.25929678907	5.93040592157
ENSMUSG00000044408	En	-1.44589400343	3.08488016168e-05	0.000558067021339	Sptssa	5.66069541391	7.10658941734
ENSMUSG00000024067	En	-1.49795799774	3.11257971705e-05	0.000562442452258	Dpy30	5.49491296104	6.99287095878
ENSMUSG00000001416	En	-1.63750470019	3.13668587619e-05	0.00056615942365	Cct3	5.40983794714	7.04734264733
ENSMUSG00000007836	En	-1.3349712571	3.15040789994e-05	0.000567995838717	Hnrnpa0	4.62974888023	5.96472013733
ENSMUSG00000025571	En	-1.09546336476	3.20680461297e-05	0.000577513406678	Tnrc6c	1.56712761202	2.66259097678
ENSMUSG00000079435	En	-0.872059366522	3.22875188131e-05	0.000580267248707	Rpl36a	9.0074647582	9.87952412472
ENSMUSG00000021451	En	1.20110849754	3.22934490068e-05	0.000580267248707	Sema4d	2.66466540077	1.46355690323
ENSMUSG00000029701	En	-1.13818516669	3.27075512927e-05	0.000585434749345	Rbm28	2.26073520952	3.39892037621
ENSMUSG00000042524	En	-1.03273872966	3.27139564934e-05	0.000585434749345	Sun2	0.971887765229	2.00462649489
ENSMUSG00000019471	En	-1.30637411441	3.36783162962e-05	0.000601103504907	Cdc37	2.96522644769	4.2716005621
ENSMUSG00000010608	En	-0.933740742981	3.37800316234e-05	0.000602151272122	Rbm25	5.68794745588	6.62168819886
ENSMUSG00000030536	En	0.800569759769	3.38122419512e-05	0.000602151272122	Iqgap1	7.51445947743	6.71388971766
ENSMUSG00000022667	En	1.02863055638	3.38856216127e-05	0.0006027875578	Cd200r1	1.61788093607	0.58925037969
ENSMUSG00000015668	En	-1.65274805125	3.39350624679e-05	0.000602902640207	Pdzd11	1.83792358893	3.49067164018
ENSMUSG00000028741	En	-1.60463872574	3.42692093728e-05	0.000607585871603	Mrto4	2.27352545916	3.87816418489
ENSMUSG00000024099	En	-1.404799208	3.44991217626e-05	0.000610985552456	Ndufv2	5.15918267265	6.56398188064
ENSMUSG00000020358	En	-1.26704715194	3.4820005298e-05	0.000615743589984	Hnrnpab	4.59952871901	5.86657587095
ENSMUSG00000027107	En	-0.759977614853	3.48447028436e-05	0.000615743589984	Chrna1	2.0491050765	2.80908269135
ENSMUSG00000029614	En	-0.591003569713	3.49625430377e-05	0.000617144778427	Rpl6	9.96020426765	10.5512078374
ENSMUSG00000031546	En	-1.45256127983	3.51615712315e-05	0.000619292360195	Gins4	1.14867729573	2.60123857555
ENSMUSG00000021559	En	0.698251590951	3.5205526486e-05	0.000619385141804	Dapk1	1.04576626356	0.347514672611
ENSMUSG00000030298	En	-1.76682208285	3.54659439294e-05	0.000623281846663	Sec13	4.07668366581	5.84350574866
ENSMUSG00000021707	En	-1.15510098159	3.57002455099e-05	0.000626711546725	Dhfr	0.888925701969	2.04402668356
ENSMUSG00000002477	En	-1.44676167861	3.59168632143e-05	0.000629526191706	Snrpd1	5.87342410351	7.32018578212
ENSMUSG00000024613	En	-1.12037717556	3.59392216877e-05	0.000629526191706	Tcof1	2.07431310932	3.19469028488
ENSMUSG00000059851	En	-1.34321978789	3.72317112095e-05	0.000650742026708	Suv420h2	1.11377620192	2.4569959898
ENSMUSG00000000751	En	-1.65141997482	3.75221300193e-05	0.000655102837088	Rpa1	2.57048067789	4.2219006527
ENSMUSG00000003500	En	-1.19332475882	3.77349305862e-05	0.000658100477871	Impdh1	0.945622441583	2.13894720041
ENSMUSG00000001525	En	-0.722396209563	3.8154891354e-05	0.00066470055558	Tubb5	9.97929552739	10.7016917369
ENSMUSG00000027424	En	-1.29867748643	3.9398938224e-05	0.000684617155205	Mgme1	0.810567770448	2.10924525688
ENSMUSG00000024583	En	-1.40734324818	3.94264220549e-05	0.000684617155205	Txnl1	3.55955741744	4.96690066562
ENSMUSG00000035297	En	-1.65518685819	3.96515011529e-05	0.000687779559543	Cops4	3.74087179149	5.39605864968
ENSMUSG00000047260	En	-1.43342361611	3.9741976179e-05	0.000688602855655	Emc6	1.97851040335	3.41193401946
ENSMUSG00000001134	En	-1.42363984171	4.00499385889e-05	0.00069318866682	Uxt	1.33925060306	2.76289044478
ENSMUSG00000031701	En	-1.50854106735	4.0096095168e-05	0.000693238103283	Dnaja2	3.40143179217	4.90997285952
ENSMUSG00000039671	En	-0.613763941835	4.05112079573e-05	0.000699659589425	Zmynd8	7.43847496432	8.05223890616
ENSMUSG00000037331	En	-1.23456003462	4.08231100382e-05	0.000703613144812	Larp1	2.2991438189	3.53370385351
F630111L10Rik	Sy	0.980850230215	4.08280207077e-05	0.000703613144812	F630111L10Rik	1.48905145786	0.508201227649
ENSMUSG00000020788	En	-1.35509661767	4.11933062466e-05	0.000708522396803	Atp2a3	2.22810181523	3.5831984329
ENSMUSG00000043858	En	-1.59514912084	4.12013960914e-05	0.000708522396803	Nup62	2.05023665554	3.64538577638
ENSMUSG00000013629	En	-1.11382956912	4.13550093573e-05	0.000710400965461	Cad	0.761784111594	1.87561368071
ENSMUSG00000047139	En	1.45478250481	4.17990353247e-05	0.000717258901981	Cd24a	7.71675083648	6.26196833167
ENSMUSG00000029687	En	-1.5198452226	4.19306630792e-05	0.000718747233296	Ezh2	3.42738754928	4.94723277188
ENSMUSG00000041774	En	-1.01306344534	4.20885959864e-05	0.000720682804003	Ydjc	0.410607448885	1.42367089423
ENSMUSG00000021607	En	-1.64997044588	4.26829366109e-05	0.00073007886233	Mrpl36	4.12714011422	5.7771105601
ENSMUSG00000063802	En	-1.48480295814	4.29618115897e-05	0.000733572091445	Hspbp1	1.56498555721	3.04978851535
ENSMUSG00000002221	En	-1.1288650039	4.29788021097e-05	0.000733572091445	Paxip1	1.32277318592	2.45163818982
Mief1	Sy	-1.56062985183	4.31462133317e-05	0.000735645234761	Mief1	1.7577866105	3.31841646233
ENSMUSG00000034218	En	-1.01778801985	4.35616859409e-05	0.000741938927568	Atm	0.852148336615	1.86993635646
ENSMUSG00000022322	En	-1.40074829879	4.38057970812e-05	0.000745303731425	Shcbp1	0.957467842469	2.35821614126
ENSMUSG00000050244	En	-1.19818865239	4.41395387443e-05	0.000749466314238	Heatr1	1.13864897499	2.33683762738
ENSMUSG00000015575	En	1.2559642483	4.41440808449e-05	0.000749466314238	Atp6v0e	9.05430099104	7.79833674274
ENSMUSG00000026357	En	-1.51349218104	4.42468045066e-05	0.000750414555245	Rgs18	5.1563726863	6.66986486735
ENSMUSG00000025421	En	-1.45148926988	4.48312050703e-05	0.000759521262619	Hdhd2	1.75170619192	3.2031954618
ENSMUSG00000060962	En	-1.59192096621	4.51405857616e-05	0.000763954310828	Dmkn	1.02388492621	2.61580589242
ENSMUSG00000023106	En	-1.31840652407	4.58633303838e-05	0.000773835519493	Denr	2.71737851744	4.03578504151
ENSMUSG00000041057	En	-1.42011235223	4.58697534697e-05	0.000773835519493	Wdr43	3.43482819659	4.85494054882
ENSMUSG00000016619	En	-1.22511550156	4.5898598825e-05	0.000773835519493	Nup50	1.26275140245	2.48786690401
ENSMUSG00000065990	En	-1.48897248446	4.60600724894e-05	0.000775417203528	Aurkaip1	3.69584788119	5.18482036565
ENSMUSG00000028693	En	-1.55877131047	4.67042468073e-05	0.000784611743322	Nasp	3.00735171232	4.56612302279
ENSMUSG00000051344	En	0.700759776083	4.71083737582e-05	0.000790571345775	Plekhm3	1.05911355941	0.358353783323
ENSMUSG00000031311	En	-1.31960232214	4.74202424317e-05	0.000794971812913	Nono	6.21155196801	7.53115429015
ENSMUSG00000005378	En	-1.5518856612	4.74795124009e-05	0.000795132838429	Wbscr22	2.3322618105	3.8841474717
ENSMUSG00000025465	En	-1.65010591817	4.75303737818e-05	0.000795152857102	Echs1	3.66882518634	5.31893110452
ENSMUSG00000016494	En	-1.74659963117	4.76650003229e-05	0.000796572708945	Cd34	4.54162952116	6.28822915233
ENSMUSG00000078762	En	-1.42126076634	4.79435583023e-05	0.000800392459249	Haus5	1.13480251811	2.55606328445
I730030J21Rik	Sy	1.40832654714	4.81900213828e-05	0.000803669002436	I730030J21Rik	2.79422029348	1.38589374634
ENSMUSG00000037474	En	-1.43538895596	4.97615083257e-05	0.000827817400701	Dtl	1.6707851604	3.10617411636
ENSMUSG00000007850	En	-1.16635004475	4.97931390928e-05	0.000827817400701	Hnrnph1	6.19183650578	7.35818655053
ENSMUSG00000031431	En	1.65264544253	5.00155799393e-05	0.000830652940692	Tsc22d3	4.72381898423	3.0711735417
ENSMUSG00000067995	En	-1.4827847107	5.07100297026e-05	0.000841313549781	Gtf2f2	2.15335937403	3.63614408473
ENSMUSG00000067199	En	-1.32247134738	5.09161726118e-05	0.000843859134074	Frat1	1.08186523941	2.40433658679
ENSMUSG00000021178	En	-1.53836346393	5.12465016431e-05	0.000848455523584	Psmc1	4.84787716002	6.38624062395
ENSMUSG00000027133	En	-1.22955853112	5.14376771731e-05	0.00085041415653	Nop10	7.13433091064	8.36388944176
ENSMUSG00000043336	En	0.748477405221	5.14823562203e-05	0.00085041415653	Filip1l	1.1395199283	0.391042523082
ENSMUSG00000038370	En	-0.98379675949	5.15241556423e-05	0.00085041415653	Pcp4l1	0.0974775397188	1.08127429921
ENSMUSG00000067194	En	-1.5984343725	5.19864133322e-05	0.000857160120955	Eif1ax	4.16594501474	5.76437938724
ENSMUSG00000068391	En	-1.64714444072	5.20711529426e-05	0.000857674031493	Chrac1	3.2529050657	4.90004950642
