UID	Symbol	Pearson rho	Pearson p-value	Cell State
Dlx2	Dlx2	0.156261843808661	5.1478220608141174e-14	19
Pde6h	Pde6h	0.15077093851821466	3.857736404152845e-13	19
8030474K03Rik	8030474K03Rik	0.14713217759577024	1.4078371938367863e-12	19
Ifitm10	Ifitm10	0.14396812590582944	4.228416120218317e-12	19
Rtp3	Rtp3	0.14291212106277337	6.07104668556019e-12	19
Clca2	Clca2	0.14180494632323734	8.845364703137918e-12	19
1700095J12Rik	1700095J12Rik	0.14135465962184635	1.0299762632543703e-11	19
Otoa	Otoa	0.1413546596218463	1.0299762632543703e-11	19
A2m	A2m	0.14135465962184623	1.0299762632543703e-11	19
Dlx1	Dlx1	0.14135465962184623	1.0299762632543703e-11	19
Gm13842	Gm13842	0.14135465962184623	1.0299762632543703e-11	19
Gm31108	Gm31108	0.14135465962184623	1.0299762632543703e-11	19
Tex35	Tex35	0.14135465962184623	1.0299762632543703e-11	19
4930515L19Rik	4930515L19Rik	0.1413546596218462	1.0299762632543703e-11	19
Aox4	Aox4	0.1413546596218462	1.0299762632543703e-11	19
Gm14291	Gm14291	0.1413546596218462	1.0299762632543703e-11	19
Gm15634	Gm15634	0.1413546596218462	1.0299762632543703e-11	19
Gm29095	Gm29095	0.1413546596218462	1.0299762632543703e-11	19
Gm42949	Gm42949	0.1413546596218462	1.0299762632543703e-11	19
Gm9999	Gm9999	0.1413546596218462	1.0299762632543703e-11	19
Kirrel3os	Kirrel3os	0.1413546596218462	1.0299762632543703e-11	19
1700021A07Rik	1700021A07Rik	0.14135465962184618	1.0299762632543703e-11	19
4833423E24Rik	4833423E24Rik	0.14135465962184618	1.0299762632543703e-11	19
A830019P07Rik	A830019P07Rik	0.14135465962184618	1.0299762632543703e-11	19
Mirt1	Mirt1	0.14135465962184618	1.0299762632543703e-11	19
2010300F17Rik	2010300F17Rik	0.14135465962184615	1.0299762632543703e-11	19
A930006L05Rik	A930006L05Rik	0.14135465962184615	1.0299762632543703e-11	19
Gm12688	Gm12688	0.14135465962184615	1.0299762632543703e-11	19
Pebp4	Pebp4	0.14135465962184615	1.0299762632543703e-11	19
Rnf222	Rnf222	0.14127958188958645	1.0564032115396329e-11	19
Vdac3-ps1	Vdac3-ps1	0.14077922668779508	1.2502773638256055e-11	19
Otos	Otos	0.13464128689029217	9.409820348260483e-11	19
Cpne2	Cpne2	0.13266535040341107	1.768054188117693e-10	19
Helz2	Helz2	0.1314278457938429	2.6121574722573553e-10	19
Gimap8	Gimap8	0.1294841588680926	4.786921004673902e-10	19
Ifi35	Ifi35	0.12939489147239322	4.920900463338562e-10	19
Il27ra	Il27ra	0.12893943933201213	5.663478049362916e-10	19
Prox1	Prox1	0.12874166805639925	6.018966227053097e-10	19
Gm525	Gm525	0.12671179677360547	1.118324673841746e-09	19
Epha2	Epha2	0.12401807999164073	2.506708211623431e-09	19
Myo7a	Myo7a	0.12339303243105952	3.0156743426172136e-09	19
Slk	Slk	0.12098216292455823	6.099747210032032e-09	19
Neurl3	Neurl3	0.12033710107005009	7.347940879941112e-09	19
Slfn3	Slfn3	0.11839935557879304	1.2779396841619353e-08	19
Crim1	Crim1	0.11689798942611204	1.9503631996547668e-08	19
Pcdhb12	Pcdhb12	0.1165818323890995	2.130534025313243e-08	19
1700084E18Rik	1700084E18Rik	0.11613410662019753	2.413557250114073e-08	19
Gm26809	Gm26809	0.11437187048308677	3.925548747613746e-08	19
Tmem63a	Tmem63a	0.11391107149575333	4.452673154992992e-08	19
8430432A02Rik	8430432A02Rik	0.11261910328371284	6.322712357351154e-08	19
Lrrc8b	Lrrc8b	0.11067739637699865	1.063194777471671e-07	19
Nomo1	Nomo1	0.11029083914378102	1.1778647061331142e-07	19
Stat4	Stat4	0.10988320912667447	1.3117181254707045e-07	19
Egfem1	Egfem1	0.10987366671890646	1.3150213455375387e-07	19
Gm42504	Gm42504	0.10923384830191343	1.555829841254674e-07	19
Pxdn	Pxdn	0.10825452012774059	2.0088565769912375e-07	19
Wfdc13	Wfdc13	0.10817154741752492	2.0526176882182062e-07	19
Gm3086	Gm3086	0.10805918169049994	2.1133512550440493e-07	19
RP23-457J22.1	RP23-457J22.1	0.10805193552359116	2.1173268044874068e-07	19
Serpinc1	Serpinc1	0.10765091261546196	2.3489689638582375e-07	19
Adam12	Adam12	0.1074373315233677	2.4821373843864414e-07	19
Pde7b	Pde7b	0.10740521335467444	2.5027832134327015e-07	19
Hs3st1	Hs3st1	0.1064657646889229	3.1855957451091e-07	19
Pcdhgc5	Pcdhgc5	0.10637432364280973	3.2609270709987705e-07	19
Dhrs13os	Dhrs13os	0.10585119851957417	3.7260624799817226e-07	19
Abcc12	Abcc12	0.105799781594985	3.775088629302022e-07	19
Grk4	Grk4	0.10557855139035999	3.993221584184638e-07	19
Rep15	Rep15	0.10550580487060719	4.067568675840404e-07	19
Gm15013	Gm15013	0.1053323319634779	4.250283942820076e-07	19
Hid1	Hid1	0.10498651057581453	4.638427663659403e-07	19
D930048N14Rik	D930048N14Rik	0.10493203032805819	4.7026099163432955e-07	19
Trpc3	Trpc3	0.10484446393923688	4.80756783551671e-07	19
Cmtm5	Cmtm5	0.10416373140289283	5.70412481411544e-07	19
Gm26694	Gm26694	0.10408799764830812	5.81329751546754e-07	19
Krt222	Krt222	0.1032679377932734	7.131995575006181e-07	19
Dnah6	Dnah6	0.10309148437018414	7.451235708876858e-07	19
Sox2	Sox2	0.10293758199256678	7.740870670672165e-07	19
Qpctl	Qpctl	0.10289477546815025	7.823337286374715e-07	19
Prox2os	Prox2os	0.10280691173498263	7.995263968599088e-07	19
Stat1	Stat1	0.10257735340171048	8.461786796321283e-07	19
Slc45a3	Slc45a3	0.10185471643719263	1.0107683764795058e-06	19
Slco2a1	Slco2a1	0.10160668880784299	1.0740524342021947e-06	19
Ctc1	Ctc1	0.10103509530303237	1.2347324138866836e-06	19
Zdhhc18	Zdhhc18	0.10101402374303765	1.2410769348094688e-06	19
Prdm9	Prdm9	0.10081058087559036	1.3039662466082915e-06	19
Arrb1	Arrb1	0.10065857584834262	1.3529426237316392e-06	19
Gm766	Gm766	0.10036565121200317	1.4523557110844928e-06	19
Gm37276	Gm37276	0.0990580584063887	1.9883645220005367e-06	19
Als2cr11	Als2cr11	0.09829747998949248	2.382699682684132e-06	19
Pigk	Pigk	0.098246667679956	2.411560663569198e-06	19
Nmb	Nmb	0.09752462844403903	2.8597254407341907e-06	19
Serpinb1b	Serpinb1b	0.09726020647014941	3.04302096023485e-06	19
Efhc2	Efhc2	0.09704729893342996	3.198740498586612e-06	19
Nefh	Nefh	0.09704107848122516	3.2034030147976033e-06	19
Jph1	Jph1	0.0965094633911136	3.6268657490428443e-06	19
Fndc1	Fndc1	0.0957521065123125	4.323802476998792e-06	19
Rassf3	Rassf3	0.09568326913530045	4.3931491472102005e-06	19
Aatk	Aatk	0.09548044628179829	4.603718373476934e-06	19
Gm11496	Gm11496	0.09510149041777297	5.02331085952925e-06	19
Gm19557	Gm19557	0.09494835179445157	5.203049971288684e-06	19
Gm13056	Gm13056	0.09455662721504213	5.691252681379017e-06	19
Slc12a6	Slc12a6	0.09385628818259897	6.675246676235638e-06	19
Lrrc8a	Lrrc8a	0.09374629452098829	6.843861247408453e-06	19
Gm26737	Gm26737	0.09361693463054004	7.047374163614947e-06	19
Mospd2	Mospd2	0.09348123454710561	7.2670727797383805e-06	19
Itgb1bp2	Itgb1bp2	0.09337247479189674	7.447865063308663e-06	19
Krt28	Krt28	0.09303199164733071	8.042059228188513e-06	19
Lyst	Lyst	0.09273689915889165	8.593429828831545e-06	19
4831440E17Rik	4831440E17Rik	0.09256608664550814	8.92889516368062e-06	19
Esco1	Esco1	0.09249683099437357	9.068441302426314e-06	19
Pot1b	Pot1b	0.09221485814240342	9.658398156722412e-06	19
Accs	Accs	0.09174025333425065	1.0734974571340959e-05	19
C230014O12Rik	C230014O12Rik	0.09165674827902527	1.093587098089491e-05	19
C2cd2	C2cd2	0.09133392596101851	1.1746775314725584e-05	19
Rxra	Rxra	0.09096985224410983	1.2730074886239454e-05	19
Ttyh1	Ttyh1	0.09042229464513826	1.4357986357447377e-05	19
Sh3pxd2b	Sh3pxd2b	0.0895285861391538	1.744875057228274e-05	19
Naglu	Naglu	0.08920906660752521	1.870019947754429e-05	19
Gpr146	Gpr146	0.0889724722386674	1.9681428799344197e-05	19
Dnah8	Dnah8	0.0879605605777905	2.4458670111484218e-05	19
Nlgn1	Nlgn1	0.08782574498422857	2.517276681718298e-05	19
Gm16315	Gm16315	0.08623103364054636	3.5271485568721565e-05	19
Gm37168	Gm37168	0.08546836648860506	4.136258096655067e-05	19
Ctso	Ctso	0.08515148439562374	4.417601181437074e-05	19
Icmt	Icmt	0.08508624910174618	4.477728981479164e-05	19
Foxn2	Foxn2	0.0843238244868423	5.240475425787438e-05	19
Pan3	Pan3	0.0839914428660836	5.6101583857372426e-05	19
Smc2os	Smc2os	0.08398046136585287	5.6227838299762054e-05	19
Ggct	Ggct	0.08387493277468633	5.7454890354292215e-05	19
Ripk1	Ripk1	0.08380438674761717	5.8289265362883763e-05	19
Dnah10	Dnah10	0.08328565892530948	6.478610947927852e-05	19
Stxbp5	Stxbp5	0.08246794372567333	7.643591415678023e-05	19
Acap3	Acap3	0.08230866424047201	7.892429520147089e-05	19
Krit1	Krit1	0.08220375374702729	8.060488080019217e-05	19
A430078I02Rik	A430078I02Rik	0.08182890167072177	8.689004955532744e-05	19
Apobec2	Apobec2	0.0812151461383937	9.819005242984293e-05	19
Cdh19	Cdh19	0.08102453018193785	0.00010197271025882658	19
F930015N05Rik	F930015N05Rik	0.08098715339631873	0.00010273037014959216	19
Pam	Pam	0.08081190312875315	0.00010635420009549332	19
Lrrc18	Lrrc18	0.08062600573015387	0.00011032976311284682	19
L3mbtl4	L3mbtl4	0.07963334043899348	0.00013404000008206596	19
Rnf165	Rnf165	0.07952235314256362	0.00013697070122272207	19
Gm42726	Gm42726	0.07862819962895985	0.00016288073985997188	19
Lmbrd1	Lmbrd1	0.07844388388469158	0.00016876558954097458	19
Pcsk7	Pcsk7	0.07842810513820779	0.00016927855495974244	19
Gm10699	Gm10699	0.0777908922901815	0.0001912624616278265	19
Gm2885	Gm2885	0.07768470761514593	0.0001951768301503643	19
Slamf1	Slamf1	0.07744624603816458	0.0002042432809006826	19
Phxr4	Phxr4	0.0768715270660844	0.00022774522996470565	19
Sec61a1	Sec61a1	0.07685532251192402	0.00022844327743597499	19
Cdk11b	Cdk11b	0.07674335269132405	0.00023332174608631004	19
Gm26536	Gm26536	0.07643290053323404	0.0002473638868687329	19
Atp9a	Atp9a	0.07635831608972295	0.0002508535036942664	19
Gpr37	Gpr37	0.07592868592506533	0.00027186997100420716	19
Snx25	Snx25	0.07583804972099793	0.0002765093973709646	19
Card6	Card6	0.07564386370277841	0.00028669999841422403	19
Stx4a	Stx4a	0.07555505949883753	0.00029147655160386505	19
Pde1c	Pde1c	0.07512731365567342	0.00031554566359222737	19
Gm26532	Gm26532	0.07451223191609786	0.0003534312792839133	19
Npff	Npff	0.07404202942332025	0.00038521621553551003	19
Dnajc5	Dnajc5	0.07392919347344033	0.0003932312068138912	19
Btaf1	Btaf1	0.07392552358247774	0.00039349448365355984	19
Camsap2	Camsap2	0.07346601037864142	0.0004277917881297698	19
Adamts12	Adamts12	0.07283897560832026	0.00047910647244772296	19
Rbm42	Rbm42	0.07271358281499186	0.000490033519835174	19
Slc24a1	Slc24a1	0.07269602252713235	0.000491582177022955	19
Entpd6	Entpd6	0.07248347730675013	0.000510691977204977	19
Kdm8	Kdm8	0.07241075794801392	0.0005173874642700614	19
Ddx31	Ddx31	0.07212413711740115	0.0005445817884816172	19
Gm17249	Gm17249	0.07204501554010777	0.000552319844578029	19
Xiap	Xiap	0.07181775776522423	0.0005751184815969877	19
Cmtr1	Cmtr1	0.07172628682242987	0.0005845396705814347	19
Mdn1	Mdn1	0.07138180526457182	0.0006213238043616538	19
Kif17	Kif17	0.07017775885187014	0.0007674822038200203	19
Ecm2	Ecm2	0.06982798454916946	0.0008155737680667781	19
Sox10	Sox10	0.06950796797322494	0.0008620069476332519	19
Cln3	Cln3	0.0692118059439537	0.0009071500033598178	19
Ccdc60	Ccdc60	0.06852937490584649	0.0010196325055641115	19
Gm29361	Gm29361	0.0681319571795211	0.001090946102616294	19
Ly6g6e	Ly6g6e	0.06807842520007162	0.0011008967445895318	19
Supv3l1	Supv3l1	0.0678687562286484	0.0011406835282133307	19
Tbc1d1	Tbc1d1	0.06732846924309101	0.0012494097462927346	19
Ccdc122	Ccdc122	0.06726703924367677	0.001262359416843249	19
Gm17259	Gm17259	0.06718053540142041	0.0012808047961452083	19
Kif1b	Kif1b	0.06688103605878382	0.001346605241344204	19
Kantr	Kantr	0.06661718849855361	0.0014071405224860536	19
Gm11266	Gm11266	0.06627554956079708	0.0014892494662312355	19
Ptch2	Ptch2	0.0662602483213149	0.001493028150642651	19
Camkmt	Camkmt	0.06612110105301293	0.0015277983446556427	19
Pnpt1	Pnpt1	0.06602068568268685	0.0015533515332190957	19
Amfr	Amfr	0.06600540526882037	0.0015572743148691442	19
Rasal2	Rasal2	0.06598837189998723	0.001561657858182303	19
A430105I19Rik	A430105I19Rik	0.06563840887819715	0.0016542720621259542	19
Kpna6	Kpna6	0.0650987135281082	0.0018070359987296333	19
Timm23	Timm23	0.06445561861955193	0.002005939333301173	19
Tmem184b	Tmem184b	0.06396783687475877	0.0021699844728544915	19
Kcna6	Kcna6	0.06351451095970882	0.0023333693056322366	19
A230107N01Rik	A230107N01Rik	0.06332445307293733	0.0024051588387281673	19
Ankfy1	Ankfy1	0.06242480892462163	0.00277318235712574	19
Spns1	Spns1	0.062278052154991576	0.0028378758216015265	19
Gm26710	Gm26710	0.06208719744421991	0.0029240681959887323	19
Rab11fip5	Rab11fip5	0.06200691559927558	0.0029610326539065306	19
Strada	Strada	0.06176778224148299	0.0030736767451412838	19
Astn1	Astn1	0.06118384360068892	0.003365338078365709	19
Fam217b	Fam217b	0.06075711340603757	0.003594167284843203	19
Fndc8	Fndc8	0.060424748533861955	0.003782093964089957	19
Apaf1	Apaf1	0.06035033406595838	0.0038253736570969515	19
Srcap	Srcap	0.060250915019512095	0.003883897832578818	19
Clk1	Clk1	0.06004395719811797	0.0040083407489403	19
Noxo1	Noxo1	0.0599280327688121	0.00407961583045525	19
Hist1h4j	Hist1h4j	0.059875058464907656	0.004112567673093685	19
Fam175a	Fam175a	0.05971273533980927	0.004215046716098266	19
Pmpcb	Pmpcb	0.058638458273629145	0.004953674213155467	19
Fbxo45	Fbxo45	0.05854215025938441	0.005025296111696975	19
Tars2	Tars2	0.05851166050737728	0.005048164812002556	19
Tbc1d13	Tbc1d13	0.058236390767261594	0.005258925073195613	19
Dgcr8	Dgcr8	0.0574471576072903	0.005907953736863391	19
2810006K23Rik	2810006K23Rik	0.056997104925649945	0.006309551584813458	19
Dgkeos	Dgkeos	0.05689369009052485	0.00640523302872656	19
Galnt4	Galnt4	0.05675016883214285	0.006540183498556262	19
Pdpr	Pdpr	0.05667706064502932	0.00660990355565811	19
Tmem260	Tmem260	0.056394534025495345	0.006885657125082383	19
Gm13075	Gm13075	0.056344862427805495	0.006935191752417506	19
Gm43915	Gm43915	0.05553338026328107	0.007791010309668604	19
Cul3	Cul3	0.05547707103164903	0.007853764778588622	19
Tmem64	Tmem64	0.05540618716084148	0.007933405273688424	19
Rabggta	Rabggta	0.05539061436518354	0.007950998395552996	19
AW495222	AW495222	0.05500319591120506	0.008400068521120529	19
Saraf	Saraf	0.05487586920063624	0.00855253156803356	19
Rnf32	Rnf32	0.054831459118958016	0.008606287633859431	19
Khnyn	Khnyn	0.054813233832418276	0.008628435596373236	19
Scyl3	Scyl3	0.05411103314452731	0.009521498696501162	19
B4galt5	B4galt5	0.05325931375925626	0.01071464023306939	19
1700105P06Rik	1700105P06Rik	0.05294933250546762	0.011180794765528242	19
Gm4944	Gm4944	0.05293530389795929	0.011202310597412784	19
Gtpbp6	Gtpbp6	0.05286014510759413	0.011318209469240777	19
Cenpb	Cenpb	0.052778363215967246	0.011445529086695652	19
Zfp108	Zfp108	0.05236226103209991	0.012113201472643283	19
Bard1	Bard1	0.051849643484027076	0.012983009565581231	19
Mib1	Mib1	0.05165439603877798	0.013328553024342958	19
Gm12258	Gm12258	0.05158903117939266	0.013446035632740256	19
Ifnlr1	Ifnlr1	0.051582430439888395	0.013457950065771487	19
A830005F24Rik	A830005F24Rik	0.0514009607038491	0.013789177926312022	19
Xpo1	Xpo1	0.05134670448573387	0.013889596337224266	19
Slc39a3	Slc39a3	0.05118163392165116	0.014199090760181771	19
A130014A01Rik	A130014A01Rik	0.05102975023230024	0.014489215957394615	19
Fars2	Fars2	0.050234808294829	0.016094515945441833	19
C920006O11Rik	C920006O11Rik	0.0501481173598328	0.016278692625398872	19
Alg12	Alg12	0.05002009325895353	0.01655406699549337	19
Fzd8	Fzd8	0.050011168561074563	0.01657341519407102	19
Qsox2	Qsox2	0.049843447590681184	0.016940733261594478	19
Mss51	Mss51	0.049732387814197816	0.017187871838024914	19
Scaf1	Scaf1	0.04963414622158647	0.017409115137076884	19
Map3k3	Map3k3	0.04898119153130298	0.018944012437124045	19
St6galnac6	St6galnac6	0.0487075875655901	0.019621540981353925	19
Epn2	Epn2	0.04862035583484458	0.01984195535010172	19
AY036118	AY036118	0.04832103791266673	0.0206147689839331	19
Heca	Heca	0.047343160297292096	0.02332524006789745	19
Rgs12	Rgs12	0.04719181425310729	0.02377124443380912	19
Gm20628	Gm20628	0.04640536503300135	0.026209782631091857	19
Uggt1	Uggt1	0.04636584903899771	0.02633781365272737	19
Phf11c	Phf11c	0.04614267793822882	0.027071067442551066	19
Pik3r4	Pik3r4	0.04540057347230501	0.029637341967849604	19
Zc3h8	Zc3h8	0.0453773902096863	0.029720770585251317	19
Pcdhb21	Pcdhb21	0.04489834002280948	0.03149042665774346	19
Shf	Shf	0.0444602702459511	0.03318701209152351	19
Gtf2h1	Gtf2h1	0.04350777655347169	0.037147273264767966	19
Telo2	Telo2	0.043291424672742614	0.03810084631046666	19
Pofut1	Pofut1	0.04315758818366779	0.03870108437230151	19
Tfcp2	Tfcp2	0.04280023905036627	0.04034321712002735	19
Hist2h3c1	Hist2h3c1	0.042078180422413264	0.043841982198776566	19
Zfp788	Zfp788	0.04177604065366091	0.045380227241302154	19
Wrn	Wrn	0.041696501290624445	0.045792653146386815	19
Rnmtl1	Rnmtl1	0.04155439483668084	0.046537356463197684	19
Bche	Bche	0.04126695288572059	0.04807485484826304	19
Adal	Adal	0.04125967872210016	0.04811431044296028	19
Zw10	Zw10	0.04061309506263812	0.05173166713636667	19
Ube3c	Ube3c	0.038918784515844004	0.06230205660182673	19
D330050G23Rik	D330050G23Rik	0.038495221566039836	0.06520691484873013	19
Zfp369	Zfp369	0.03845482280155353	0.06548971374517246	19
Narfl	Narfl	0.037869853094474784	0.06969906294607403	19
Gtf2f1	Gtf2f1	0.03763356549511538	0.07146113937023973	19
Rpain	Rpain	0.03752739355724574	0.07226469430265604	19
Zfp60	Zfp60	0.037285161135032684	0.07412571045922346	19
Yipf6	Yipf6	0.03725552348137553	0.07435607386510526	19
Paqr3	Paqr3	0.036486015047948586	0.08054468418194119	19
Gm21988	Gm21988	0.03525589233425452	0.09130011237617688	19
BC017158	BC017158	0.03515353759483631	0.09224472332632197	19
Usp45	Usp45	0.034450882702108526	0.09894292244775	19
Spopl	Spopl	0.03430210488514964	0.10040978039492518	19
Dhx37	Dhx37	0.03369281052139255	0.10659861473596627	19
Poll	Poll	0.0328770719718436	0.11535300905422755	19
Paf1	Paf1	0.03196371026412863	0.1258150061039023	19
C330007P06Rik	C330007P06Rik	0.030979425338966516	0.13790105368095992	19
Nfya	Nfya	0.02946240429603382	0.15825406809609335	19
Amigo3	Amigo3	0.026407405529332878	0.20601164786844892	19
Gchfr	Gchfr	0.718611956946695	0.0	2
Plvap	Plvap	0.6272231183251131	3.2683564689352407e-251	2
Aplnr	Aplnr	0.6271133994944158	4.2399521661620275e-251	2
Fam167b	Fam167b	0.6143559580779304	2.931731860609498e-238	2
Gimap4	Gimap4	0.6114019044268559	2.2740663334625782e-235	2
Vamp5	Vamp5	0.5937091548387087	1.1000900554621341e-218	2
Irx3	Irx3	0.5599398173791416	1.438375306183947e-189	2
Gimap1	Gimap1	0.5453389486967429	5.48675859558217e-178	2
Rasip1	Rasip1	0.5376683733941697	3.963536804306989e-172	2
Emcn	Emcn	0.5332606530376879	7.885434330443367e-169	2
Icam2	Icam2	0.5239599937273696	5.003865663898668e-162	2
Egln3	Egln3	0.5199805771128814	3.5134325864404326e-159	2
Ctla2a	Ctla2a	0.5091355908250336	1.299212446529907e-151	2
Fabp5	Fabp5	0.5061065335521716	1.5101118723879715e-149	2
Cda	Cda	0.5002395324742791	1.3200759928156616e-145	2
Gimap5	Gimap5	0.4972317707608458	1.2931466825655323e-143	2
Plpp1	Plpp1	0.494931002349968	4.181209727317559e-142	2
Egfl7	Egfl7	0.48984515354130176	8.273803708651152e-139	2
Rgcc	Rgcc	0.4875631947286907	2.3919404988565263e-137	2
Eng	Eng	0.48486762245600346	1.2314126715867018e-135	2
Crip2	Crip2	0.48394555312645754	4.703222822362828e-135	2
Tmem88	Tmem88	0.48143745395879856	1.7638698432237765e-133	2
Cldn5	Cldn5	0.47928782777458506	3.8473460300587006e-132	2
S100a16	S100a16	0.4753094539418098	1.0905238529314195e-129	2
Tgfb1	Tgfb1	0.4715762694332382	2.04011002054627e-127	2
Gng11	Gng11	0.4715360876674805	2.1575216597473166e-127	2
Sgk1	Sgk1	0.469744103832279	2.5967857480649086e-126	2
Car8	Car8	0.46783289765189573	3.6285055249632164e-125	2
Pde2a	Pde2a	0.4604011806270456	8.802247121594121e-121	2
Tek	Tek	0.4538162877955021	5.4970709134781395e-117	2
Gngt2	Gngt2	0.44133184322397784	5.140654065657959e-110	2
Ramp2	Ramp2	0.43709935006222905	1.0207575177344206e-107	2
S100a10	S100a10	0.43099657671600844	1.8418290412651445e-104	2
Ipo11	Ipo11	0.43094693499942266	1.956428625310301e-104	2
Ednrb	Ednrb	0.43043094687475675	3.661731530790623e-104	2
Grrp1	Grrp1	0.42634125934706774	5.065650267237507e-102	2
Abi3	Abi3	0.4225132325434498	4.808335096730661e-100	2
She	She	0.4194497898331359	1.762236279268418e-98	2
Procr	Procr	0.41612885400849736	8.38200357738651e-97	2
Gpr182	Gpr182	0.4118187231016163	1.1808651418874958e-94	2
Clec14a	Clec14a	0.40840523971960774	5.646390497940031e-93	2
Arhgef15	Arhgef15	0.40798938272068713	9.016853968535095e-93	2
Afap1l1	Afap1l1	0.3968775904636597	1.9095995334702648e-87	2
Dysf	Dysf	0.39581538458900173	6.018430853842545e-87	2
Adgrl4	Adgrl4	0.394546085504997	2.359556529484789e-86	2
Npr1	Npr1	0.391439388174995	6.518548756023658e-85	2
Lyl1	Lyl1	0.3854138151918655	3.679350052087441e-82	2
Rsad2	Rsad2	0.38541151924136124	3.688150358437067e-82	2
Ehd4	Ehd4	0.3798905948554659	1.0907888056493941e-79	2
Igf1	Igf1	0.37069127970886573	1.122266655826611e-75	2
Prkch	Prkch	0.36653725393022807	6.600864888625971e-74	2
Tcf15	Tcf15	0.36189501098372495	5.839432454345964e-72	2
Pf4	Pf4	0.36032608770880314	2.612438536171293e-71	2
H2-D1	H2-D1	0.35894976484522717	9.656935959574152e-71	2
Hhex	Hhex	0.34634389071320193	1.1380594859519234e-65	2
Elk3	Elk3	0.34620469548847	1.2908532525592337e-65	2
Car2	Car2	0.34480032869811006	4.584801862343204e-65	2
Msn	Msn	0.34173640817656636	7.119359819696002e-64	2
Erg	Erg	0.3397067252980421	4.306632688873245e-63	2
Tpst2	Tpst2	0.33938681359529044	5.712332483740486e-63	2
Klhl4	Klhl4	0.3390718325692293	7.541485543462748e-63	2
Fkbp1a	Fkbp1a	0.3321326017479771	3.161479993933937e-60	2
Adam15	Adam15	0.32890362782297605	4.980079008219902e-59	2
Ndufa8	Ndufa8	0.3284791593811227	7.137724033946235e-59	2
B2m	B2m	0.32465546491675995	1.7805389323843849e-57	2
Upp1	Upp1	0.31737310114018435	7.175332874521522e-55	2
Arpc3	Arpc3	0.3165813813625348	1.3637810597395455e-54	2
Nhp2	Nhp2	0.312535201112463	3.5231785530003305e-53	2
S100a13	S100a13	0.30956874174149274	3.701287824199461e-52	2
Clic1	Clic1	0.30541915138039333	9.495575339626889e-51	2
Ripply3	Ripply3	0.30369365808059495	3.6040053867874273e-50	2
Bst2	Bst2	0.3021053475631873	1.2204898159327675e-49	2
Gnas	Gnas	0.301959375648916	1.3647527791953997e-49	2
Flt4	Flt4	0.3003257792205263	4.74399066377363e-49	2
Irx5	Irx5	0.2993839391652916	9.694381952965268e-49	2
Tnfaip2	Tnfaip2	0.29526170136696317	2.1447816612605265e-47	2
Calm1	Calm1	0.2945271183924513	3.7044490944504277e-47	2
Sh2d3c	Sh2d3c	0.2929521521110161	1.1891549885399793e-46	2
Gimap9	Gimap9	0.29007825235069074	9.800802331437054e-46	2
Aprt	Aprt	0.28716618619233686	8.103054461297349e-45	2
Gap43	Gap43	0.2856201417451438	2.4620669790624693e-44	2
Ctsh	Ctsh	0.2846844760498832	4.80754212646369e-44	2
Sh3bgrl3	Sh3bgrl3	0.28302263132454797	1.5680602030184116e-43	2
Exoc3l2	Exoc3l2	0.27592780871001543	2.2292949858109606e-41	2
Tubb6	Tubb6	0.274419677364523	6.275505765331766e-41	2
Lhx6	Lhx6	0.27307835842493866	1.566861399419906e-40	2
Clec1b	Clec1b	0.26984176340213745	1.3954220109825606e-39	2
Cd47	Cd47	0.26981000638528796	1.4254741117903794e-39	2
Klhl6	Klhl6	0.2690449190854548	2.3797062935651433e-39	2
Nt5c	Nt5c	0.268430632474532	3.586708150462983e-39	2
Anxa1	Anxa1	0.2682183505662153	4.131994376624688e-39	2
Ifitm3	Ifitm3	0.26713070977530207	8.515329776951252e-39	2
Elmo1	Elmo1	0.2659990686168587	1.8005352399626532e-38	2
Stab2	Stab2	0.2652312313509974	2.986475336188401e-38	2
Odc1	Odc1	0.26498235501719203	3.517489024679374e-38	2
Klk8	Klk8	0.26419784613958736	5.885383223962673e-38	2
Cd81	Cd81	0.26297243508957613	1.3105125659973104e-37	2
Arpc1b	Arpc1b	0.26274506758196847	1.5196602806904005e-37	2
Homer3	Homer3	0.2625146027883154	1.7654822024608359e-37	2
Exoc3l4	Exoc3l4	0.2602684107523142	7.553018301879465e-37	2
Crmp1	Crmp1	0.25882833341762346	1.9037040531162e-36	2
Dpysl3	Dpysl3	0.2584719698987269	2.390897795595019e-36	2
Unc45b	Unc45b	0.2583381302350725	2.6042834620804032e-36	2
Pdia5	Pdia5	0.25831376477304513	2.6451171725803864e-36	2
Ppia	Ppia	0.2550968107742779	2.0333263841378478e-35	2
Fyn	Fyn	0.25475161119774253	2.5264560144232107e-35	2
Slc29a1	Slc29a1	0.25237597093036584	1.115874889472851e-34	2
Limch1	Limch1	0.25178057830450296	1.6152142213150197e-34	2
Gm13431	Gm13431	0.25147961043656114	1.9465161676995916e-34	2
Carhsp1	Carhsp1	0.24734837150564434	2.45767317568426e-33	2
Ran	Ran	0.24619589712683845	4.944293306874138e-33	2
Hras	Hras	0.24506359412416892	9.791100678575038e-33	2
Slc25a5	Slc25a5	0.24476376510254677	1.1725962156043577e-32	2
Map1b	Map1b	0.24334333286913515	2.7461439074442365e-32	2
Rdx	Rdx	0.24284655717419976	3.693280504728116e-32	2
Tbkbp1	Tbkbp1	0.24175908032936838	7.048587244199703e-32	2
Grasp	Grasp	0.24075304776819847	1.2779844712266683e-31	2
